index,x,y
2972,629499.287918,-639303.404076
2973,629480.828058,-639286.129355
2974,629462.586171,-639268.581019
2975,629444.571727,-639250.759202
2976,629426.794541,-639232.664309
2977,629409.264757,-639214.297022
2978,629391.99283,-639195.658319
2979,629374.989506,-639176.749486
2980,629359.295363,-639156.711967
2981,629343.057953,-639137.134364
2982,629327.120555,-639117.302981
2983,629311.482986,-639097.229149
2984,629296.017439,-639077.018414
2985,629280.871765,-639056.56606
2986,629266.056816,-639035.875748
2987,629251.574523,-639014.957626
2988,629237.421099,-638993.825273
2989,629224.776404,-638971.738836
2990,629211.424114,-638950.144373
2991,629198.406998,-638928.367245
2992,629185.727831,-638906.415313
2993,629173.389285,-638884.296336
2994,629161.393951,-638862.017952
2995,629149.744354,-638839.58767
2996,629138.442976,-638817.012857
2997,629127.374958,-638794.357149
2998,629116.597816,-638771.59562
2999,629107.062628,-638748.310592
3000,629097.115277,-638725.262704
3001,629087.515967,-638702.107713
3002,629078.264258,-638678.85239
3003,629069.358293,-638655.499387
3004,629060.796694,-638632.049311
3005,629052.578418,-638608.502538
3006,629044.702648,-638584.859466
3007,629037.169688,-638561.120255
3008,629029.981004,-638537.28491
3009,629023.138238,-638513.35363
3010,629016.62104,-638489.332464
3011,629010.193565,-638465.277818
3012,629004.106948,-638441.122755
3013,628998.577942,-638416.823351
3014,628993.281501,-638392.453491
3015,628988.339686,-638367.987883
3016,628983.756334,-638343.427986
3017,628979.535197,-638318.775588
3018,628975.679916,-638294.032795
3019,628972.194011,-638269.202019
3020,628969.080879,-638244.285955
3021,628966.34381,-638219.287569
3022,628963.986012,-638194.210078
3023,628961.879759,-638169.06543
3024,628960.025303,-638143.852192
3025,628958.569438,-638118.563479
3026,628957.519465,-638093.20208
3027,628956.885413,-638067.773254
3028,628956.67587,-638042.290886
3029,628957.036743,-638016.774218
3030,628957.904178,-637991.24425
3031,628959.216155,-637965.718112
3032,628960.974552,-637940.21273
3033,628963.181117,-637914.744653
3034,628965.837505,-637889.330013
3035,628968.945309,-637863.984493
3036,628972.506086,-637838.72328
3037,628976.521388,-637813.561035
3038,628980.992804,-637788.511842
3039,628985.92199,-637763.589169
3040,628991.589575,-637738.863534
3041,628997.474716,-637714.245545
3042,629003.791231,-637689.784048
3043,629010.564,-637665.493622
3044,629017.79458,-637641.382952
3045,629025.485016,-637617.459696
3046,629033.637894,-637593.730433
3047,629042.256387,-637570.200608
3048,629051.343783,-637546.875442
3049,629060.852989,-637523.740906
3050,629071.064369,-637500.927484
3051,629081.748225,-637478.343445
3052,629092.909605,-637455.993255
3053,629104.444877,-637433.823232
3054,629116.301621,-637411.798593
3055,629128.643162,-637390.012304
3056,629141.468741,-637368.47276
3057,629154.777009,-637347.189438
3058,629168.42962,-637326.076258
3059,629182.913185,-637305.49346
3060,629197.873109,-637285.215779
3061,629213.305428,-637265.256468
3062,629229.20546,-637245.629423
3063,629245.549263,-637226.333016
3064,629262.144048,-637207.21219
3065,629279.199175,-637188.463742
3066,629296.707884,-637170.104987
3067,629315.211184,-637152.703329
3068,629333.797289,-637135.396887
3069,629352.758947,-637118.490668
3070,629372.072328,-637101.98199
3071,629391.714082,-637085.867445
3072,629411.66136,-637070.142988
3073,629431.891833,-637054.80402
3074,629452.38107,-637039.842153
3075,629473.073204,-637025.206756
3076,629493.867431,-637010.780606
3077,629515.410596,-636997.461135
3078,629536.587871,-636983.757492
3079,629557.871926,-636970.312859
3080,629579.234852,-636957.099155
3081,629600.65028,-636944.087746
3082,629622.093489,-636931.249616
3083,629643.549142,-636918.556614
3084,629665.01715,-636905.983802
3085,629686.497629,-636893.507505
3086,629707.988907,-636881.104831
3087,629729.4877,-636868.753594
3088,629750.989287,-636856.43224
3089,629772.487687,-636844.119771
3090,629793.975832,-636831.795664
3091,629815.445745,-636819.439799
3092,629836.888714,-636807.032377
3093,629858.295474,-636794.553844
3094,629879.657135,-636781.986185
3095,629900.971616,-636769.323969
3096,629922.240947,-636756.568302
3097,629943.468127,-636743.719965
3098,629964.657573,-636730.779147
3099,629985.815936,-636717.745118
3100,630006.955538,-636704.615072
3101,630028.087452,-636691.387727
3102,630049.215503,-636678.065117
3103,630070.339883,-636664.650591
3104,630091.459509,-636651.147956
3105,630112.572192,-636637.56143
3106,630133.674777,-636623.895605
3107,630154.763275,-636610.15541
3108,630175.833002,-636596.346071
3109,630196.878711,-636582.473079
3110,630217.89473,-636568.542143
3111,630238.875094,-636554.559157
3112,630259.813646,-636540.530114
3113,630280.703511,-636526.46014
3114,630301.537229,-636512.353468
3115,630322.307557,-636498.214301
3116,630343.007934,-636484.04675
3117,630363.635408,-636469.85344
3118,630384.19283,-636455.633848
3119,630404.683313,-636441.387016
3120,630425.110057,-636427.112261
3121,630445.479007,-636412.81281
3122,630465.797883,-636398.494489
3123,630486.074335,-636384.163126
3124,630506.31592,-636369.824516
3125,630526.530108,-636355.484431
3126,630546.724285,-636341.148631
3127,630566.905764,-636326.822875
3128,630587.081787,-636312.51293
3129,630607.259531,-636298.22458
3130,630627.446113,-636283.963633
3131,630647.64859,-636269.735926
3132,630667.873969,-636255.547339
3133,630688.129206,-636241.403794
3134,630708.421208,-636227.311264
3135,630728.75684,-636213.275779
3136,630749.142924,-636199.303432
3137,630769.586246,-636185.400381
3138,630790.093552,-636171.572859
3139,630810.67121,-636157.826639
3140,630831.321821,-636144.161816
3141,630852.045723,-636130.575
3142,630872.843247,-636117.062751
3143,630893.714746,-636103.621627
3144,630914.660593,-636090.248177
3145,630935.681182,-636076.938941
3146,630956.776927,-636063.690449
3147,630977.948256,-636050.499212
3148,630999.195614,-636037.361725
3149,631020.519471,-636024.274471
3150,631041.92073,-636011.234438
3151,631063.398407,-635998.240593
3152,631084.94806,-635985.293584
3153,631106.564762,-635972.394047
3154,631128.24362,-635959.542546
3155,631149.979831,-635946.739579
3156,631171.768715,-635933.985587
3157,631193.605744,-635921.280953
3158,631215.48794,-635908.628335
3159,631237.415836,-635896.036111
3160,631259.390531,-635883.513539
3161,631281.413174,-635871.069892
3162,631303.484953,-635858.714452
3163,631325.607095,-635846.456514
3164,631347.780857,-635834.305382
3165,631370.007524,-635822.270369
3166,631392.288404,-635810.360796
3167,631414.624821,-635798.585993
3168,631437.018113,-635786.955295
3169,631459.469628,-635775.478047
3170,631481.980717,-635764.163596
3171,631504.552733,-635753.021298
3172,631527.187025,-635742.060511
3173,631549.884933,-635731.290603
3174,631572.647788,-635720.720943
3175,631595.350552,-635710.072707
3176,631618.288768,-635700.021197
3177,631641.251195,-635690.095469
3178,631664.28403,-635680.407419
3179,631687.388484,-635670.966382
3180,631710.565735,-635661.781707
3181,631733.816931,-635652.862755
3182,631757.143185,-635644.218896
3183,631780.545567,-635635.859512
3184,631804.025107,-635627.793992
3185,631827.582785,-635620.031738
3186,631851.219474,-635612.582165
3187,631874.93527,-635605.454756
3188,631898.730599,-635598.658615
3189,631922.606646,-635592.202521
3190,631946.563606,-635586.092272
3191,631970.600016,-635580.329011
3192,631994.678031,-635574.745446
3193,632018.907772,-635569.868304
3194,632043.206887,-635565.34544
3195,632067.552268,-635561.062822
3196,632091.958428,-635557.101893
3197,632116.427508,-635553.489886
3198,632140.953944,-635550.210369
3199,632165.532699,-635547.246715
3200,632190.159249,-635544.582184
3201,632214.829554,-635542.199936
3202,632239.540028,-635540.083037
3203,632264.28751,-635538.214469
3204,632289.069236,-635536.577141
3205,632313.882808,-635535.153897
3206,632338.726164,-635533.927524
3207,632363.597552,-635532.880761
3208,632388.495496,-635531.996308
3209,632413.41877,-635531.256832
3210,632438.366365,-635530.644974
3211,632463.337462,-635530.143357
3212,632488.331403,-635529.734587
3213,632513.347658,-635529.40126
3214,632538.3858,-635529.125962
3215,632563.445474,-635528.891273
3216,632588.526367,-635528.679761
3217,632613.628182,-635528.473987
3218,632638.750608,-635528.2565
3219,632663.89329,-635528.009831
3220,632689.055804,-635527.716495
3221,632714.237626,-635527.359733
3222,632739.438067,-635526.934642
3223,632764.656118,-635526.445826
3224,632789.890425,-635525.898222
3225,632815.139325,-635525.296839
3226,632840.400883,-635524.646763
3227,632865.672926,-635523.953158
3228,632890.953083,-635523.221263
3229,632916.238818,-635522.456386
3230,632941.527466,-635521.663903
3231,632966.816274,-635520.849243
3232,632992.102436,-635520.017883
3233,633017.383128,-635519.17534
3234,633042.655547,-635518.327156
3235,633067.91695,-635517.47889
3236,633093.164689,-635516.636109
3237,633118.396251,-635515.804375
3238,633143.609293,-635514.989236
3239,633168.801682,-635514.196215
3240,633193.971534,-635513.430935
3241,633219.117264,-635512.70377
3242,633244.237716,-635512.031034
3243,633269.332255,-635511.428618
3244,633294.400632,-635510.897511
3245,633319.442759,-635510.423965
3246,633344.458709,-635509.9935
3247,633369.448709,-635509.591541
3248,633394.41311,-635509.20342
3249,633419.352375,-635508.814392
3250,633444.267048,-635508.409641
3251,633469.157742,-635507.974302
3252,633494.025112,-635507.493478
3253,633518.869837,-635506.952264
3254,633543.692601,-635506.335775
3255,633568.494077,-635505.629171
3256,633593.274904,-635504.817694
3257,633618.035682,-635503.886698
3258,633642.77695,-635502.821676
3259,633667.499177,-635501.608297
3260,633692.202754,-635500.232422
3261,633716.887921,-635498.679649
3262,633741.553077,-635496.923209
3263,633766.193988,-635494.922935
3264,633790.995485,-635493.848296
3265,633815.584817,-635491.250986
3266,633840.125659,-635488.266797
3267,633864.606947,-635484.854486
3268,633889.050907,-635481.146369
3269,633913.455875,-635477.133331
3270,633937.773587,-635472.601956
3271,633961.99639,-635467.552496
3272,633986.117457,-635461.988925
3273,634010.130059,-635455.915216
3274,634034.027611,-635449.335358
3275,634057.803698,-635442.253348
3276,634081.452117,-635434.673196
3277,634105.038317,-635426.816981
3278,634128.486489,-635418.454065
3279,634151.786479,-635409.576601
3280,634174.882356,-635400.056522
3281,634197.728109,-635389.81339
3282,634220.428016,-635379.149243
3283,634242.996401,-635368.117356
3284,634265.449078,-635356.77228
3285,634287.807507,-635345.167855
3286,634310.095141,-635333.35739
3287,634332.336302,-635321.393812
3288,634354.555841,-635309.32969
3289,634376.778801,-635297.217261
3290,634399.030072,-635285.108438
3291,634421.329579,-635273.046377
3292,634443.682351,-635261.048143
3293,634465.685537,-635248.38103
3294,634488.155672,-635236.573184
3295,634510.690619,-635224.890859
3296,634533.286917,-635213.347604
3297,634555.939933,-635201.957569
3298,634578.642537,-635190.73285
3299,634601.365703,-635179.648008
3300,634624.065273,-635168.649421
3301,634646.704295,-635157.680446
3302,634669.257988,-635146.678722
3303,634691.701322,-635135.581437
3304,634714.007085,-635124.32664
3305,634736.146698,-635112.853138
3306,634758.08983,-635101.100766
3307,634779.806514,-635089.015107
3308,634801.285217,-635076.579382
3309,634822.52316,-635063.795154
3310,634843.516847,-635050.664239
3311,634864.264846,-635037.192334
3312,634884.775054,-635023.398989
3313,634905.058964,-635009.30571
3314,634925.130422,-634994.932265
3315,634945.006349,-634980.296309
3316,634964.706128,-634965.411229
3317,634984.245936,-634950.280811
3318,635003.63889,-634934.90797
3319,635022.895627,-634919.298425
3320,635042.027502,-634903.457915
3321,635061.043702,-634887.393619
3322,635079.951006,-634871.114256
3323,635098.754098,-634854.629859
3324,635117.455887,-634837.951544
3325,635136.057817,-634821.091283
3326,635154.560184,-634804.06167
3327,635172.962448,-634786.875686
3328,635191.263545,-634769.546474
3329,635209.464629,-634752.089529
3330,635227.573952,-634734.527009
3331,635245.601527,-634716.881912
3332,635263.558092,-634699.176769
3333,635281.455292,-634681.433569
3334,635299.306861,-634663.672895
3335,635317.130695,-634645.912336
3336,635334.946042,-634628.168658
3337,635352.770038,-634610.460532
3338,635370.619595,-634592.807075
3339,635388.511724,-634575.227571
3340,635406.463457,-634557.74149
3341,635424.491771,-634540.368506
3342,635442.61351,-634523.128507
3343,635460.845311,-634506.041619
3344,635479.203521,-634489.12821
3345,635497.704128,-634472.408912
3346,635516.362681,-634455.904627
3347,635535.194136,-634439.636448
3348,635554.206825,-634423.617908
3349,635573.398672,-634407.849049
3350,635592.767056,-634392.328188
3351,635612.309789,-634377.053173
3352,635632.025963,-634362.020989
3353,635651.922016,-634347.237956
3354,635672.014609,-634332.726366
3355,635692.320197,-634318.510623
3356,635712.854015,-634304.615881
3357,635733.630049,-634291.068081
3358,635754.661005,-634277.893985
3359,635775.958276,-634265.1212
3360,635797.531911,-634252.778212
3361,635819.645239,-634241.387362
3362,635841.844997,-634230.109734
3363,635864.316064,-634219.305968
3364,635886.937058,-634208.729664
3365,635909.763326,-634198.492253
3366,635932.826912,-634188.66902
3367,635956.116045,-634179.240132
3368,635979.621014,-634170.18659
3369,636003.333804,-634161.489546
3370,636027.24318,-634153.133003
3371,636051.329125,-634145.10275
3372,636075.571295,-634137.382264
3373,636100.033047,-634130.228504
3374,636124.592232,-634123.301872
3375,636149.264511,-634116.691256
3376,636174.041823,-634110.411801
3377,636198.902191,-634104.419134
3378,636223.832569,-634098.692407
3379,636248.84637,-634093.336143
3380,636273.935012,-634088.367085
3381,636299.089595,-634083.802329
3382,636324.345461,-634079.987104
3383,636349.627369,-634076.539233
3384,636374.936082,-634073.547797
3385,636400.260706,-634071.029181
3386,636425.589953,-634068.99978
3387,636450.912096,-634067.475348
3388,636476.215031,-634066.471284
3389,636501.48629,-634066.002918
3390,636526.713037,-634066.085486
3391,636551.86202,-634067.128814
3392,636576.955705,-634068.288373
3393,636601.968235,-634070.023198
3394,636626.882576,-634072.344174
3395,636651.687161,-634075.261979
3396,636676.374846,-634078.789682
3397,636700.937426,-634082.940832
3398,636725.364328,-634087.728342
3399,636749.645417,-634093.153517
3400,636773.689868,-634099.526403
3401,636797.632768,-634106.249269
3402,636821.457026,-634113.397173
3403,636845.108329,-634121.137973
3404,636868.579624,-634129.457402
3405,636891.86423,-634138.341183
3406,636914.959636,-634147.765005
3407,636937.878023,-634157.670088
3408,636960.637875,-634167.990784
3409,636983.261078,-634178.662139
3410,637005.772598,-634189.619867
3411,637028.200139,-634200.800337
3412,637050.573804,-634212.140564
3413,637072.925749,-634223.578201
3414,637095.289827,-634235.051542
3415,637117.701222,-634246.499536
3416,637140.184852,-634257.883134
3417,637162.731529,-634269.226617
3418,637185.32302,-634280.565316
3419,637207.938229,-634291.933983
3420,637230.549064,-634303.374689
3421,637253.106917,-634314.96026
3422,637275.555868,-634326.770286
3423,637297.837829,-634338.883094
3424,637319.893302,-634351.375717
3425,637341.662288,-634364.323631
3426,637363.103972,-634377.769751
3427,637384.217618,-634391.692794
3428,637405.009247,-634406.063787
3429,637425.48558,-634420.855977
3430,637445.616419,-634436.104971
3431,637465.328321,-634451.918124
3432,637484.546193,-634468.408533
3433,637503.204028,-634485.695156
3434,637521.402951,-634503.714912
3435,637539.637083,-634521.862834
3436,637558.451796,-634539.427841
3437,637578.333014,-634555.680494
3438,637599.500373,-634570.187078
3439,637621.794679,-634583.138045
3440,637645.767844,-634592.92571
3441,637671.201464,-634599.097217
3442,637696.754421,-634604.830276
3443,637723.074686,-634606.844307
3444,637749.000736,-634609.880428
3445,637775.274277,-634609.066479
3446,637801.324131,-634609.109335
3447,637827.388164,-634608.590716
3448,637853.301449,-634604.890091
3449,637879.145732,-634601.62116
3450,637904.799574,-634597.184909
3451,637930.209301,-634591.744921
3452,637955.054507,-634584.361578
3453,637979.722178,-634576.98428
3454,638003.91779,-634568.631439
3455,638027.624958,-634559.356206
3456,638050.500223,-634548.429491
3457,638073.327082,-634537.63732
3458,638095.710642,-634526.025996
3459,638117.627782,-634513.578461
3460,638138.842919,-634499.973833
3461,638159.562769,-634485.613966
3462,638179.963287,-634470.760701
3463,638200.020457,-634455.373682
3464,638219.547926,-634439.245957
3465,638238.116032,-634421.968144
3466,638256.194746,-634404.139308
3467,638273.651241,-634385.663749
3468,638290.639028,-634366.731451
3469,638307.184671,-634347.392884
3470,638323.060333,-634327.489189
3471,638337.342473,-634306.361824
3472,638351.595501,-634285.303844
3473,638365.220469,-634263.856852
3474,638378.237346,-634242.061434
3475,638390.667918,-634219.955855
3476,638402.657093,-634197.648483
3477,638414.271798,-634175.185261
3478,638425.366616,-634152.490551
3479,638435.970221,-634129.594759
3480,638446.112651,-634106.525673
3481,638455.369004,-634083.101303
3482,638464.655271,-634059.758134
3483,638473.597992,-634036.318524
3484,638482.230818,-634012.797655
3485,638490.587602,-633989.207806
3486,638498.694696,-633965.555842
3487,638506.666821,-633941.873246
3488,638514.40932,-633918.122252
3489,638521.796401,-633894.266252
3490,638528.786734,-633870.299998
3491,638536.604273,-633846.487979
3492,638542.301634,-633822.198566
3493,638547.422899,-633797.799851
3494,638551.925718,-633773.29143
3495,638555.767483,-633748.677781
3496,638558.940127,-633723.971147
3497,638561.501859,-633699.190949
3498,638563.518808,-633674.353765
3499,638565.057614,-633649.472689
3500,638566.185351,-633624.557779
3501,638566.969451,-633599.616507
3502,638567.477636,-633574.654209
3503,638567.777847,-633549.674543
3504,638567.938186,-633524.679939
3505,638568.026849,-633499.672057
3506,638568.1064,-633474.652171
3507,638568.201977,-633449.621441
3508,638568.323468,-633424.581817
3509,638568.480614,-633399.536119
3510,638568.683085,-633374.487791
3511,638568.940503,-633349.440646
3512,638569.262482,-633324.398615
3513,638569.65865,-633299.365494
3514,638570.138676,-633274.344763
3515,638570.712261,-633249.339511
3516,638571.389288,-633224.350352
3517,638572.177001,-633199.376499
3518,638573.074592,-633174.41689
3519,638574.079767,-633149.470524
3520,638575.190223,-633124.536488
3521,638576.403638,-633099.613958
3522,638577.717683,-633074.702188
3523,638579.130017,-633049.80051
3524,638580.638288,-633024.908325
3525,638582.240137,-633000.0251
3526,638583.933195,-632975.150359
3527,638585.715089,-632950.283684
3528,638587.583436,-632925.424701
3529,638589.535851,-632900.573085
3530,638591.569942,-632875.728544
3531,638593.683314,-632850.890823
3532,638595.873567,-632826.059692
3533,638598.138299,-632801.234945
3534,638600.475106,-632776.416391
3535,638602.881581,-632751.603851
3536,638605.355316,-632726.797153
3537,638607.893903,-632701.996125
3538,638610.49493,-632677.200591
3539,638613.15599,-632652.410365
3540,638615.874671,-632627.625246
3541,638618.648292,-632602.84498
3542,638621.473206,-632578.069173
3543,638624.345561,-632553.297374
3544,638627.261513,-632528.529096
3545,638630.217225,-632503.763815
3546,638633.208869,-632479.000964
3547,638636.232631,-632454.239935
3548,638639.28445,-632429.480047
3549,638642.358664,-632404.720381
3550,638645.448995,-632379.959907
3551,638648.549171,-632355.197552
3552,638651.652932,-632330.43221
3553,638654.754022,-632305.662741
3554,638657.846191,-632280.887973
3555,638660.923194,-632256.106707
3556,638663.97879,-632231.317718
3557,638667.006738,-632206.519755
3558,638670.0008,-632181.71155
3559,638672.954738,-632156.891814
3560,638675.862311,-632132.059245
3561,638678.71728,-632107.212525
3562,638681.5134,-632082.350326
3563,638684.244428,-632057.471336
3564,638686.903943,-632032.575077
3565,638689.485304,-632007.661992
3566,638691.981828,-631982.732634
3567,638694.386817,-631957.78761
3568,638696.693563,-631932.827581
3569,638698.895347,-631907.85327
3570,638700.990354,-631882.865746
3571,638703.027284,-631857.868747
3572,638704.94109,-631832.859552
3573,638707.194267,-631807.859784
3574,638708.779835,-631782.82452
3575,638710.21852,-631757.780604
3576,638711.503717,-631732.729329
3577,638712.628828,-631707.672078
3578,638713.58727,-631682.610333
3579,638714.372467,-631657.545681
3580,638714.977861,-631632.47981
3581,638715.396907,-631607.414523
3582,638715.623081,-631582.351736
3583,638715.649874,-631557.293483
3584,638715.470801,-631532.241923
3585,638715.079398,-631507.199339
3586,638714.469227,-631482.168149
3587,638713.633874,-631457.150903
3588,638712.566951,-631432.150293
3589,638711.262113,-631407.169153
3590,638709.715225,-631382.210353
3591,638707.926963,-631357.276582
3592,638705.898651,-631332.370452
3593,638703.631775,-631307.494511
3594,638701.13063,-631282.651025
3595,638698.401943,-631257.841902
3596,638695.452505,-631233.068819
3597,638692.289083,-631208.333216
3598,638688.918419,-631183.636284
3599,638685.347222,-631158.978957
3600,638681.421178,-631134.381801
3601,638677.368351,-631109.819911
3602,638673.138719,-631085.299888
3603,638668.738854,-631060.821473
3604,638664.175277,-631036.384088
3605,638659.454451,-631011.986833
3606,638654.582779,-630987.628473
3607,638649.566596,-630963.307424
3608,638644.412169,-630939.02175
3609,638639.125685,-630914.769129
3610,638633.713106,-630890.546334
3611,638628.180104,-630866.348668
3612,638622.532277,-630842.171324
3613,638616.772758,-630818.010936
3614,638610.902494,-630793.865069
3615,638604.922436,-630769.731695
3616,638598.83361,-630745.609148
3617,638592.637104,-630721.496105
3618,638586.334064,-630697.391556
3619,638579.92569,-630673.29478
3620,638573.413226,-630649.205323
3621,638566.797954,-630625.12297
3622,638560.08119,-630601.047721
3623,638553.26427,-630576.979764
3624,638546.348552,-630552.919455
3625,638539.335402,-630528.86729
3626,638532.226189,-630504.82388
3627,638525.022277,-630480.789928
3628,638517.725018,-630456.766201
3629,638510.335745,-630432.75351
3630,638502.85576,-630408.752682
3631,638495.286333,-630384.764535
3632,638487.628707,-630360.789849
3633,638479.888224,-630336.827995
3634,638472.079767,-630312.875108
3635,638464.220994,-630288.926029
3636,638456.337851,-630264.974652
3637,638448.459386,-630241.016057
3638,638440.614705,-630217.045579
3639,638432.832955,-630193.058477
3640,638425.143327,-630169.049968
3641,638417.575067,-630145.015278
3642,638410.157482,-630120.9497
3643,638402.919943,-630096.848639
3644,638395.891891,-630072.707671
3645,638389.102845,-630048.522597
3646,638382.582398,-630024.289498
3647,638376.360227,-630000.004789
3648,638370.466091,-629975.665278
3649,638364.929832,-629951.268224
3650,638359.781378,-629926.81139
3651,638355.05074,-629902.293103
3652,638350.768007,-629877.712312
3653,638346.959528,-629853.069227
3654,638343.603196,-629828.37104
3655,638340.56702,-629803.634221
3656,638338.037762,-629778.832334
3657,638336.029828,-629753.964691
3658,638334.554048,-629729.030256
3659,638333.667168,-629704.029884
3660,638333.444074,-629678.980825
3661,638333.707749,-629653.904641
3662,638334.438831,-629628.813033
3663,638335.618134,-629603.716066
3664,638337.226887,-629578.622156
3665,638339.102821,-629553.52269
3666,638341.295828,-629528.4217
3667,638344.16104,-629503.373973
3668,638347.386564,-629478.349663
3669,638350.955995,-629453.348557
3670,638354.858017,-629428.369492
3671,638359.120921,-629403.419313
3672,638363.802982,-629378.514953
3673,638368.843219,-629353.642867
3674,638374.789466,-629328.978957
3675,638381.182973,-629304.404208
3676,638387.92149,-629279.884852
3677,638395.322692,-629255.544615
3678,638403.440097,-629231.427727
3679,638412.323498,-629207.583035
3680,638422.457585,-629184.281468
3681,638432.918764,-629161.113985
3682,638444.100157,-629138.291253
3683,638456.162036,-629115.937982
3684,638469.081648,-629094.087465
3685,638483.750258,-629073.389034
3686,638498.609066,-629052.888557
3687,638513.890835,-629032.736597
3688,638529.95753,-629013.226187
3689,638546.767151,-628994.374303
3690,638565.685939,-628977.474836
3691,638584.080521,-628960.272426
3692,638603.050603,-628943.744663
3693,638622.537293,-628927.866226
3694,638642.2714,-628912.353681
3695,638662.497338,-628897.481128
3696,638684.374656,-628884.816515
3697,638705.585476,-628871.412321
3698,638727.1907,-628858.601825
3699,638749.164739,-628846.368897
3700,638771.484125,-628834.693906
3701,638794.126825,-628823.556509
3702,638817.06931,-628812.931973
3703,638840.167629,-628802.528975
3704,638863.853883,-628793.330163
3705,638887.540339,-628784.043507
3706,638911.473256,-628775.238859
3707,638935.637726,-628766.917133
3708,638960.017953,-628759.080086
3709,638984.597385,-628751.730447
3710,639009.358796,-628744.872048
3711,639034.28433,-628738.509931
3712,639059.355508,-628732.650419
3713,639084.587897,-628727.503036
3714,639109.937804,-628723.015988
3715,639135.357322,-628719.059113
3716,639160.804214,-628715.429867
3717,639186.281282,-628712.268296
3718,639211.774634,-628709.648981
3719,639237.261249,-628707.580968
3720,639262.715661,-628706.064063
3721,639288.121405,-628705.441092
3722,639313.469451,-628705.364429
3723,639338.758124,-628705.837453
3724,639363.982757,-628706.862708
3725,639389.136467,-628708.440767
3726,639414.212457,-628710.556342
3727,639439.205148,-628713.182833
3728,639464.109785,-628716.293043
3729,639488.922658,-628719.859304
3730,639513.642807,-628723.843951
3731,639538.273001,-628728.196829
3732,639562.818089,-628732.867397
3733,639587.284695,-628737.805529
3734,639611.681043,-628742.961471
3735,639636.016774,-628748.285787
3736,639660.302775,-628753.729317
3737,639684.551007,-628759.243136
3738,639708.774329,-628764.778512
3739,639732.986335,-628770.286876
3740,639757.201178,-628775.719787
3741,639781.433401,-628781.028911
3742,639805.69777,-628786.16599
3743,639830.009077,-628791.082812
3744,639854.380635,-628795.731006
3745,639878.819767,-628800.062221
3746,639903.327217,-628804.039615
3747,639927.901038,-628807.638345
3748,639952.537957,-628810.833932
3749,639977.233447,-628813.601741
3750,640001.981764,-628815.91702
3751,640026.775959,-628817.755848
3752,640051.607572,-628819.113944
3753,640076.46699,-628820.087252
3754,640101.348805,-628820.697521
3755,640126.247286,-628820.866983
3756,640151.155425,-628820.611729
3757,640176.066904,-628819.947944
3758,640200.976072,-628818.891892
3759,640225.8498,-628816.943003
3760,640250.72259,-628814.963548
3761,640275.577468,-628812.65722
3762,640300.411799,-628810.040136
3763,640325.223488,-628807.128423
3764,640350.010959,-628803.938201
3765,640374.773135,-628800.485568
3766,640399.509416,-628796.786587
3767,640424.219659,-628792.857275
3768,640448.904156,-628788.713592
3769,640473.563617,-628784.371434
3770,640498.199146,-628779.846629
3771,640522.812222,-628775.154933
3772,640547.404173,-628770.309119
3773,640571.974956,-628765.313082
3774,640596.524162,-628760.169057
3775,640621.05129,-628754.879291
3776,640645.555744,-628749.446046
3777,640670.03684,-628743.871594
3778,640694.493808,-628738.158214
3779,640718.925793,-628732.308191
3780,640743.345559,-628726.381396
3781,640767.741787,-628720.332971
3782,640792.110512,-628714.153018
3783,640816.450528,-628707.843923
3784,640840.760557,-628701.408066
3785,640865.039256,-628694.847816
3786,640889.285209,-628688.165532
3787,640913.49694,-628681.363565
3788,640937.657051,-628674.390125
3789,640961.771265,-628667.275473
3790,640985.845195,-628660.047298
3791,641009.877249,-628652.708263
3792,641033.866062,-628645.260931
3793,641057.811165,-628637.707133
3794,641081.711136,-628630.044608
3795,641105.563701,-628622.268555
3796,641129.366536,-628614.374137
3797,641153.117276,-628606.356529
3798,641176.813516,-628598.210921
3799,641200.452805,-628589.932522
3800,641224.032649,-628581.516562
3801,641247.550507,-628572.958295
3802,641271.003789,-628564.253003
3803,641294.389856,-628555.395998
3804,641317.706014,-628546.382619
3805,641340.949517,-628537.208242
3806,641364.117559,-628527.868272
3807,641387.207277,-628518.358151
3808,641410.215745,-628508.673352
3809,641433.139971,-628498.809384
3810,641455.976894,-628488.761789
3811,641478.723383,-628478.526141
3812,641501.376171,-628468.097926
3813,641523.931425,-628457.471664
3814,641546.413034,-628446.698023
3815,641568.816512,-628435.767332
3816,641591.114221,-628424.625693
3817,641613.396605,-628413.446779
3818,641635.440477,-628401.80874
3819,641657.370145,-628389.954521
3820,641679.183392,-628377.882619
3821,641700.878014,-628365.591546
3822,641722.451821,-628353.07982
3823,641743.902639,-628340.345971
3824,641765.228308,-628327.388531
3825,641786.426687,-628314.206039
3826,641807.495647,-628300.797032
3827,641828.433076,-628287.160044
3828,641849.236873,-628273.293603
3829,641869.904951,-628259.196228
3830,641890.435367,-628244.866125
3831,641910.825853,-628230.30073
3832,641931.069472,-628215.500624
3833,641951.156835,-628200.467545
3834,641971.074771,-628185.197849
3835,641990.809054,-628169.685794
3836,642010.368491,-628153.953262
3837,642029.806411,-628138.07105
3838,642048.937891,-628121.82461
3839,642067.83925,-628105.315484
3840,642086.497868,-628088.53523
3841,642104.901562,-628071.474979
3842,642123.038607,-628054.125393
3843,642140.897755,-628036.476619
3844,642158.468255,-628018.51824
3845,642175.73986,-628000.239225
