,x,y
1637,628938.661666,-651541.804646
1638,628917.212584,-651554.835454
1639,628895.840769,-651568.000302
1640,628874.537675,-651581.28061
1641,628853.287872,-651594.647337
1642,628832.075565,-651608.071422
1643,628810.884763,-651621.523872
1644,628789.700316,-651634.97741
1645,628768.515001,-651648.419095
1646,628747.325382,-651661.843354
1647,628726.128196,-651675.244636
1648,628704.920234,-651688.617383
1649,628683.698333,-651701.956038
1650,628662.45936,-651715.25505
1651,628641.200203,-651728.508874
1652,628619.917758,-651741.71198
1653,628598.608919,-651754.858858
1654,628577.270566,-651767.944018
1655,628555.899557,-651780.961999
1656,628534.49271,-651793.907375
1657,628513.046802,-651806.774754
1658,628491.558864,-651819.559313
1659,628470.032179,-651832.266745
1660,628448.475815,-651844.912445
1661,628426.899023,-651857.512173
1662,628405.311029,-651870.081677
1663,628383.721002,-651882.636595
1664,628362.136113,-651895.189237
1665,628340.560995,-651907.747714
1666,628319.000127,-651920.319853
1667,628297.458003,-651932.913467
1668,628275.939134,-651945.53635
1669,628254.44806,-651958.196272
1670,628232.989354,-651970.900978
1671,628211.567628,-651983.658185
1672,628190.187541,-651996.475572
1673,628168.853803,-652009.360785
1674,628147.571185,-652022.321427
1675,628126.344521,-652035.365056
1676,628105.178719,-652048.499183
1677,628084.078758,-652061.731258
1678,628063.048527,-652075.066859
1679,628042.089246,-652088.507324
1680,628021.20177,-652102.053386
1681,628000.38697,-652115.705772
1682,627979.645729,-652129.465209
1683,627958.978941,-652143.332418
1684,627938.387507,-652157.308122
1685,627917.872335,-652171.393043
1686,627897.434339,-652185.587904
1687,627877.074432,-652199.893432
1688,627856.793527,-652214.31036
1689,627836.592537,-652228.839422
1690,627816.472366,-652243.481365
1691,627796.433915,-652258.23694
1692,627776.478074,-652273.106908
1693,627756.605723,-652288.092043
1694,627736.817726,-652303.19313
1695,627717.114934,-652318.410967
1696,627697.498179,-652333.746368
1697,627677.968274,-652349.200161
1698,627658.526008,-652364.773195
1699,627639.172148,-652380.466334
1700,627619.907411,-652396.280438
1701,627600.730564,-652412.213985
1702,627581.636838,-652428.261264
1703,627562.620893,-652444.416263
1704,627543.677154,-652460.673113
1705,627524.799801,-652477.026101
1706,627505.982753,-652493.469673
1707,627487.219656,-652509.998449
1708,627468.503875,-652526.607222
1709,627449.828478,-652543.290973
1710,627431.186228,-652560.044877
1711,627412.569568,-652576.864309
1712,627393.970061,-652593.745197
1713,627375.378465,-652610.68386
1714,627356.791471,-652627.672452
1715,627338.206876,-652644.696392
1716,627319.615471,-652661.731391
1717,627301.007332,-652678.751556
1718,627282.372797,-652695.73082
1719,627263.702243,-652712.643085
1720,627244.985849,-652729.462366
1721,627226.213377,-652746.162932
1722,627207.373938,-652762.719451
1723,627188.455766,-652779.107131
1724,627169.44599,-652795.301866
1725,627150.330405,-652811.280377
1726,627131.093243,-652827.020354
1727,627111.716945,-652842.500603
1728,627092.181932,-652857.701185
1729,627072.466343,-652872.603582
1730,627052.546352,-652887.190615
1731,627032.3991,-652901.445041
1732,627012.004908,-652915.347764
1733,626991.347028,-652928.878141
1734,626970.414956,-652942.020272
1735,626949.204292,-652954.764569
1736,626927.712252,-652967.101078
1737,626905.93741,-652979.019212
1738,626883.880749,-652990.510194
1739,626861.545437,-653001.567372
1740,626838.935438,-653012.183713
1741,626816.115456,-653022.502897
1742,626792.986412,-653032.264263
1743,626769.594758,-653041.555035
1744,626745.946925,-653050.36455
1745,626722.050071,-653058.681827
1746,626697.912062,-653066.495646
1747,626673.541441,-653073.794647
1748,626648.944328,-653080.567148
1749,626624.117973,-653086.79916
1750,626599.077978,-653092.472425
1751,626573.663176,-653096.637238
1752,626548.303193,-653101.055128
1753,626522.832114,-653104.871019
1754,626497.271701,-653108.076974
1755,626471.633274,-653110.659364
1756,626445.846184,-653111.29842
1757,626420.081188,-653111.948733
1758,626394.262047,-653111.740837
1759,626368.368151,-653110.786522
1760,626342.464226,-653108.155142
1761,626316.415707,-653105.133945
1762,626290.357192,-653100.939848
1763,626264.45896,-653095.469756
1764,626239.057313,-653088.172374
1765,626213.839329,-653080.491093
1766,626189.239195,-653071.429903
1767,626165.477541,-653060.870252
1768,626142.296609,-653049.518129
1769,626120.294069,-653036.503519
1770,626099.64126,-653021.865051
1771,626079.93401,-653006.202869
1772,626062.082034,-652988.712404
1773,626045.882112,-652969.858969
1774,626032.236294,-652949.252094
1775,626019.921742,-652927.816957
1776,626009.361384,-652905.366761
1777,626001.708174,-652881.682668
1778,625994.185383,-652857.723496
1779,625988.403307,-652833.028233
1780,625986.027309,-652807.58665
1781,625983.857738,-652781.906905
1782,625983.120159,-652755.894892
1783,625984.516112,-652729.694586
1784,625989.469657,-652703.669383
1785,625994.708199,-652677.682363
1786,626001.357356,-652651.919402
1787,626009.65393,-652626.55436
1788,626019.352515,-652601.673454
1789,626031.35209,-652577.696749
1790,626043.481568,-652554.104612
1791,626055.790585,-652530.933248
1792,626068.610704,-652508.351093
1793,626081.787428,-652486.284698
1794,626095.792649,-652464.925275
1795,626109.532684,-652443.694913
1796,626123.282508,-652422.652072
1797,626137.063827,-652401.749127
1798,626150.898516,-652380.950452
1799,626164.803996,-652360.229163
1800,626178.793418,-652339.566206
1801,626192.87593,-652318.949444
1802,626207.057002,-652298.372749
1803,626221.015269,-652277.592998
1804,626235.406645,-652257.09978
1805,626249.85423,-652236.625008
1806,626264.336872,-652216.163917
1807,626278.851862,-652195.729574
1808,626293.400762,-652175.341298
1809,626307.984029,-652155.019499
1810,626322.605421,-652134.779152
1811,626337.275321,-652114.625104
1812,626352.005295,-652094.560081
1813,626366.806902,-652074.586877
1814,626381.691678,-652054.70843
1815,626396.67114,-652034.927854
1816,626411.756791,-652015.248454
1817,626426.960121,-651995.673748
1818,626442.292611,-651976.207483
1819,626457.765729,-651956.853653
1820,626473.390926,-651937.616517
1821,626489.17964,-651918.500608
1822,626505.143283,-651899.510753
1823,626521.293244,-651880.652085
1824,626537.640875,-651861.93005
1825,626554.191092,-651843.344983
1826,626570.914618,-651824.868391
1827,626587.769377,-651806.463857
1828,626604.709731,-651788.09782
1829,626621.689668,-651769.735718
1830,626638.66354,-651751.342234
1831,626655.586149,-651732.88147
1832,626672.412816,-651714.317032
1833,626689.099428,-651695.612117
1834,626705.604746,-651676.731617
1835,626721.933871,-651657.681813
1836,626738.134539,-651638.508309
1837,626754.255659,-651619.259019
1838,626770.345613,-651599.9826
1839,626786.452191,-651580.728351
1840,626802.62253,-651561.546126
1841,626818.903049,-651542.48623
1842,626835.339378,-651523.599326
1843,626851.9725,-651504.932403
1844,626868.807769,-651486.495309
1845,626885.833191,-651468.274285
1846,626903.037722,-651450.255941
1847,626920.410653,-651432.42713
1848,626937.94153,-651414.774757
1849,626955.620146,-651397.285743
1850,626973.436526,-651379.946991
1851,626991.380923,-651362.745359
1852,627009.443806,-651345.66762
1853,627027.615851,-651328.700433
1854,627045.887933,-651311.830313
1855,627064.251117,-651295.043593
1856,627082.696651,-651278.326396
1857,627101.215953,-651261.6646
1858,627119.80061,-651245.043811
1859,627138.442102,-651228.449837
1860,627157.130202,-651211.871006
1861,627175.851183,-651195.299318
1862,627194.591358,-651178.725862
1863,627213.337108,-651162.141557
1864,627232.074671,-651145.537599
1865,627250.790174,-651128.905404
1866,627269.469676,-651112.236559
1867,627288.0992,-651095.522768
1868,627306.664771,-651078.755799
1869,627325.152454,-651061.927431
1870,627343.548388,-651045.029398
1871,627361.838824,-651028.053334
1872,627380.010156,-651010.990713
1873,627398.04896,-650993.832798
1874,627415.942025,-650976.570572
1875,627433.676387,-650959.194687
1876,627451.239372,-650941.69537
1877,627468.619255,-650924.061685
1878,627485.807451,-650906.279398
1879,627502.796342,-650888.334739
1880,627519.578063,-650870.21486
1881,627536.146826,-650851.909719
1882,627552.502606,-650833.414921
1883,627568.646081,-650814.726979
1884,627584.577782,-650795.842543
1885,627600.298102,-650776.758401
1886,627615.807314,-650757.471479
1887,627631.105573,-650737.978829
1888,627646.192919,-650718.277628
1889,627661.06928,-650698.365155
1890,627675.734456,-650678.238778
1891,627690.188113,-650657.895932
1892,627704.429753,-650637.334092
1893,627718.458641,-650616.55059
1894,627732.272731,-650595.542695
1895,627745.891171,-650574.331897
1896,627759.402714,-650552.987914
1897,627772.670424,-650531.435373
1898,627785.685693,-650509.683582
1899,627798.440077,-650487.741877
1900,627810.925421,-650465.619681
1901,627823.141897,-650443.331038
1902,627834.921385,-650420.796423
1903,627846.507884,-650398.167198
1904,627857.867456,-650375.434546
1905,627869.017258,-650352.616912
1906,627879.975071,-650329.731291
1907,627890.759225,-650306.793072
1908,627901.388534,-650283.81589
1909,627911.88222,-650260.811468
1910,627922.259792,-650237.789454
1911,627932.52847,-650214.752095
1912,627942.666223,-650191.688427
1913,627952.646356,-650168.586043
1914,627962.669385,-650145.515709
1915,627972.095033,-650122.242378
1916,627981.219822,-650098.882139
1917,627989.986444,-650075.419542
1918,627998.336899,-650051.842112
1919,628006.212572,-650028.140576
1920,628013.553446,-650004.308878
1921,628020.529222,-649980.398481
1922,628026.932773,-649956.366046
1923,628032.646017,-649932.201059
1924,628036.56016,-649907.730448
1925,628040.294761,-649883.288735
1926,628043.242449,-649858.782915
1927,628045.397169,-649834.236656
1928,628046.871637,-649809.684179
1929,628047.930432,-649785.158986
1930,628048.211924,-649760.643685
1931,628047.709671,-649736.159812
1932,628046.417767,-649711.729079
1933,628044.355093,-649687.372717
1934,628040.345771,-649663.175673
1935,628037.433383,-649639.000903
1936,628033.940137,-649614.90276
1937,628029.904585,-649590.880681
1938,628025.362106,-649566.932304
1939,628020.348135,-649543.053388
1940,628014.898163,-649519.237896
1941,628009.198017,-649495.445933
1942,628003.269908,-649471.661844
1943,627996.965074,-649447.913586
1944,627990.316282,-649424.192807
1945,627983.356106,-649400.489941
1946,627976.103136,-649376.798627
1947,627968.554748,-649353.119509
1948,627960.706468,-649329.455402
1949,627952.722031,-649305.748448
1950,627944.055177,-649282.205704
1951,627935.06162,-649258.708241
1952,627925.738039,-649235.264739
1953,627916.081267,-649211.885016
1954,627906.088325,-649188.579937
1955,627895.758603,-649165.360316
1956,627885.101943,-649142.232735
1957,627874.13124,-649119.202419
1958,627862.859336,-649096.274601
1959,627851.299015,-649073.454531
1960,627839.463008,-649050.747475
1961,627827.363993,-649028.158724
1962,627815.014599,-649005.693589
1963,627802.427414,-648983.357404
1964,627789.614993,-648961.155522
1965,627776.589869,-648939.093308
1966,627763.365089,-648917.175808
1967,627749.954857,-648895.407301
1968,627736.373525,-648873.79189
1969,627722.635445,-648852.333597
1970,627708.754975,-648831.036361
1971,627694.746483,-648809.904038
1972,627680.624353,-648788.940406
1973,627666.402985,-648768.149165
1974,627652.096829,-648747.533949
1975,627637.719491,-648727.095056
1976,627623.280996,-648706.820946
1977,627608.790842,-648686.697487
1978,627594.258677,-648666.710449
1979,627579.694119,-648646.84535
1980,627565.106563,-648627.087296
1981,627550.504997,-648607.420808
1982,627535.897811,-648587.829652
1983,627521.292618,-648568.29666
1984,627506.696128,-648548.803512
1985,627492.126938,-648529.321471
1986,627477.631485,-648509.800999
1987,627463.259828,-648490.19023
1988,627449.062218,-648470.438095
1989,627435.089462,-648450.494698
1990,627421.393278,-648430.311685
1991,627408.027031,-648409.842925
1992,627395.049161,-648389.048493
1993,627382.525508,-648367.90269
1994,627370.512087,-648346.392354
1995,627359.003887,-648324.537983
1996,627347.968887,-648302.372341
1997,627337.373307,-648279.926181
1998,627327.18192,-648257.228245
1999,627317.358215,-648234.305354
2000,627307.864559,-648211.182498
2001,627298.662345,-648187.882926
2002,627289.712127,-648164.428259
2003,627280.975569,-648140.837886
2004,627272.437985,-648117.120867
2005,627264.101825,-648093.279903
2006,627255.970207,-648069.318084
2007,627248.046537,-648045.238997
2008,627240.691901,-648020.930484
2009,627233.282088,-647996.60579
2010,627226.069693,-647972.185528
2011,627219.092078,-647947.664349
2012,627212.35399,-647923.048415
2013,627205.860801,-647898.34946
2014,627199.617876,-647873.58171
2015,627193.630665,-647848.758943
2016,627187.908494,-647823.893279
2017,627182.462969,-647798.995677
2018,627177.305515,-647774.07653
2019,627172.447392,-647749.145569
2020,627167.899767,-647724.211763
2021,627163.673795,-647699.283208
2022,627159.780717,-647674.367022
2023,627156.231971,-647649.469245
2024,627153.039315,-647624.594748
2025,627150.691444,-647599.701082
2026,627148.449422,-647574.876948
2027,627146.619875,-647550.090873
2028,627145.241709,-647525.343296
2029,627144.354288,-647500.63562
2030,627143.996567,-647475.970397
2031,627143.877407,-647451.338508
2032,627144.275478,-647426.73495
2033,627145.29271,-647402.163896
2034,627146.971436,-647377.630544
2035,627149.59953,-647353.179115
2036,627153.008954,-647328.804764
2037,627157.203736,-647304.522692
2038,627162.01267,-647280.31213
2039,627167.346897,-647256.155507
2040,627173.476358,-647232.134962
2041,627180.388129,-647208.273218
2042,627188.068784,-647184.593209
2043,627196.884205,-647161.26518
2044,627206.352559,-647138.150277
2045,627216.490451,-647115.278118
2046,627227.26124,-647092.657117
2047,627238.628447,-647070.293736
2048,627250.555827,-647048.192595
2049,627262.820501,-647026.252852
2050,627275.54698,-647004.553595
2051,627288.736358,-646983.114498
2052,627302.353296,-646961.934264
2053,627316.36327,-646941.010383
2054,627330.73265,-646920.339294
2055,627345.56154,-646900.012135
2056,627360.622597,-646879.88947
2057,627375.934824,-646859.994263
2058,627391.476474,-646840.310642
2059,627407.226068,-646820.823393
2060,627423.161004,-646801.518886
2061,627439.261847,-646782.387848
2062,627455.514853,-646763.426658
2063,627471.906589,-646744.631703
2064,627488.424117,-646725.997817
2065,627505.056434,-646707.516568
2066,627521.797252,-646689.175217
2067,627538.640158,-646670.963126
2068,627555.578201,-646652.871023
2069,627572.605423,-646634.888617
2070,627589.717981,-646617.002852
2071,627606.915256,-646599.196153
2072,627624.200994,-646581.444635
2073,627641.586647,-646563.712936
2074,627659.086462,-646545.959359
2075,627676.700578,-646528.159668
2076,627694.41921,-646510.30442
2077,627712.236525,-646492.400816
2078,627730.163227,-646474.485189
2079,627748.204506,-646456.596614
2080,627766.356067,-646438.768854
2081,627784.611991,-646421.036268
2082,627802.966271,-646403.43281
2083,627821.413783,-646385.990403
2084,627839.951256,-646368.737339
2085,627858.578267,-646351.696748
2086,627877.291805,-646334.877936
2087,627896.04917,-646318.2345
2088,627914.792613,-646301.695232
2089,627933.468525,-646285.183336
2090,627952.029754,-646268.61388
2091,627970.428325,-646251.904484
2092,627988.607395,-646234.985424
2093,628006.505193,-646217.794061
2094,628024.056016,-646200.27346
2095,628041.190981,-646182.372561
2096,628057.864318,-646164.066588
2097,628074.067272,-646145.363831
2098,628089.803325,-646126.28204
2099,628105.082296,-646106.842648
2100,628119.914807,-646087.066254
2101,628134.478174,-646067.084748
2102,628148.665287,-646046.828593
2103,628162.443879,-646026.284995
2104,628175.519185,-646005.282135
2105,628188.357188,-645984.123889
2106,628200.837922,-645962.740274
2107,628212.974825,-645941.145093
2108,628224.781669,-645919.351536
2109,628236.272526,-645897.372204
2110,628247.461744,-645875.219143
2111,628258.363925,-645852.90388
2112,628268.993911,-645830.437455
2113,628279.365323,-645807.829768
2114,628289.639168,-645785.158461
2115,628299.684351,-645762.362104
2116,628309.481786,-645739.435165
2117,628319.035366,-645716.383055
2118,628328.34909,-645693.211243
2119,628337.429496,-645669.926241
2120,628346.286562,-645646.535829
2121,628354.930625,-645623.04771
2122,628363.372136,-645599.469415
2123,628371.621648,-645575.808316
2124,628379.689799,-645552.071631
2125,628387.587304,-645528.26644
2126,628395.324941,-645504.399689
2127,628402.913514,-645480.478247
2128,628410.264628,-645456.475242
2129,628417.532698,-645432.446106
2130,628424.689944,-645408.382687
2131,628431.748307,-645384.290165
2132,628438.719743,-645360.173378
2133,628445.612736,-645336.035748
2134,628452.430719,-645311.878911
2135,628459.176749,-645287.704255
2136,628465.853895,-645263.513043
2137,628472.465238,-645239.306407
2138,628479.013865,-645215.085347
2139,628485.502867,-645190.850725
2140,628491.933378,-645166.602756
2141,628498.29824,-645142.339449
2142,628504.588034,-645118.058385
2143,628510.793266,-645093.757317
2144,628516.904372,-645069.434181
2145,628522.911725,-645045.087095
2146,628528.805639,-645020.714371
2147,628534.576371,-644996.314515
2148,628540.26772,-644971.897345
2149,628545.821518,-644947.45098
2150,628551.227482,-644922.974355
2151,628556.475583,-644898.466688
2152,628561.555756,-644873.927421
2153,628566.457906,-644849.356226
2154,628571.172877,-644824.753172
2155,628575.695178,-644800.119122
2156,628580.210476,-644775.483842
2157,628584.21454,-644750.772771
2158,628588.013422,-644726.036225
2159,628591.602507,-644701.275578
2160,628594.977179,-644676.492301
2161,628598.13283,-644651.687964
2162,628601.064855,-644626.864235
2163,628603.769901,-644602.023007
2164,628606.24865,-644577.166606
2165,628608.502611,-644552.297367
2166,628610.533308,-644527.417543
2167,628612.342281,-644502.5293
2168,628613.931084,-644477.634719
2169,628615.30128,-644452.735789
2170,628616.454444,-644427.834407
2171,628617.392162,-644402.932379
2172,628618.116024,-644378.031411
2173,628618.673459,-644353.134008
2174,628619.072326,-644328.240616
2175,628619.261217,-644303.351176
2176,628619.241802,-644278.46702
2177,628619.015775,-644253.589364
2178,628618.584844,-644228.718954
2179,628617.833302,-644203.859906
2180,628616.908153,-644179.010049
2181,628615.78404,-644154.170493
2182,628614.46256,-644129.341767
2183,628612.945308,-644104.524412
2184,628611.233878,-644079.718982
2185,628609.329862,-644054.926041
2186,628607.23485,-644030.146168
2187,628604.950431,-644005.379952
2188,628602.478194,-643980.627995
2189,628599.819724,-643955.890907
2190,628596.976608,-643931.169312
2191,628593.950432,-643906.463845
2192,628590.742779,-643881.775151
2193,628587.355235,-643857.103883
2194,628583.789386,-643832.450708
2195,628580.046816,-643807.816299
2196,628576.129112,-643783.201342
2197,628572.037863,-643758.606529
2198,628567.774658,-643734.032562
2199,628563.368787,-643709.475158
2200,628558.842926,-643684.930525
2201,628554.142083,-643660.409378
2202,628549.26313,-643635.913569
2203,628544.202966,-643611.445073
2204,628538.958517,-643587.005987
2205,628533.526743,-643562.598521
2206,628527.410587,-643538.336935
2207,628521.457829,-643514.034914
2208,628515.302017,-643489.775121
2209,628508.941171,-643465.560057
2210,628502.392511,-643441.38747
2211,628495.689551,-643417.250516
2212,628488.866125,-643393.141483
2213,628481.954336,-643369.05236
2214,628474.984594,-643344.974894
2215,628467.987107,-643320.90024
2216,628460.991934,-643296.818965
2217,628454.028979,-643272.721075
2218,628447.127982,-643248.596037
2219,628440.318508,-643224.4328
2220,628433.620447,-643200.222768
2221,628427.004424,-643175.972574
2222,628420.425348,-643151.694666
2223,628413.838342,-643127.402508
2224,628407.198758,-643103.110544
2225,628400.462152,-643078.834089
2226,628393.584072,-643054.589141
2227,628386.52033,-643030.393314
2228,628379.227196,-643006.265479
2229,628371.661419,-642982.22552
2230,628363.862764,-642958.264002
2231,628355.729023,-642934.423721
2232,628347.254285,-642910.713738
2233,628338.451212,-642887.13628
2234,628329.301241,-642863.705854
2235,628319.691866,-642840.476203
2236,628309.807986,-642817.381253
2237,628299.661715,-642794.422095
2238,628289.265006,-642771.599424
2239,628278.628778,-642748.913865
2240,628267.756699,-642726.368816
2241,628256.648805,-642703.969093
2242,628245.305049,-642681.719395
2243,628233.725313,-642659.624275
2244,628221.909397,-642637.688129
2245,628209.857005,-642615.915183
2246,628197.567732,-642594.309474
2247,628185.041047,-642572.874846
2248,628172.276285,-642551.614925
2249,628159.272845,-642530.532988
2250,628146.168392,-642509.548433
2251,628132.823522,-642488.742652
2252,628119.236704,-642468.118042
2253,628104.932375,-642447.989788
2254,628090.766294,-642427.804567
2255,628076.356162,-642407.807568
2256,628061.702079,-642387.998145
2257,628046.803779,-642368.375148
2258,628031.660608,-642348.936905
2259,628016.271498,-642329.681201
2260,628000.634952,-642310.605256
2261,627984.749026,-642291.7057
2262,627968.611246,-642272.978443
2263,627952.220371,-642254.416383
2264,627935.690172,-642235.907527
2265,627918.899375,-642217.560134
2266,627901.849966,-642199.376073
2267,627884.480101,-642181.424674
2268,627866.817474,-642163.689292
2269,627848.906159,-642146.13399
2270,627830.750755,-642128.763605
2271,627812.356362,-642111.58358
2272,627793.728546,-642094.599886
2273,627774.873297,-642077.818937
2274,627755.797025,-642061.247478
2275,627736.506869,-642044.892067
2276,627717.010537,-642028.759115
2277,627697.315998,-642012.855123
2278,627677.431447,-641997.186616
2279,627657.365151,-641981.759964
2280,627637.124139,-641966.580259
2281,627616.714371,-641951.651267
2282,627595.943977,-641937.254332
2283,627575.204315,-641922.865707
2284,627554.322493,-641908.736938
2285,627533.306081,-641894.871861
2286,627512.162183,-641881.274048
2287,627490.897326,-641867.946778
2288,627469.517332,-641854.893002
2289,627448.027208,-641842.115315
2290,627426.431021,-641829.615918
2291,627404.731788,-641817.396593
2292,627382.931349,-641805.458665
2293,627361.030253,-641793.802969
2294,627339.027478,-641782.430144
2295,627316.919607,-641771.342121
2296,627294.701443,-641760.540964
2297,627272.36659,-641750.028309
2298,627249.907912,-641739.804893
2299,627227.317282,-641729.869408
2300,627204.588391,-641720.220929
2301,627181.717476,-641710.859456
2302,627158.703134,-641701.785845
2303,627135.545945,-641693.001685
2304,627112.248095,-641684.509178
2305,627088.812996,-641676.311025
2306,627065.24491,-641668.410328
2307,627041.548561,-641660.810492
2308,627017.728755,-641653.515156
2309,626993.789993,-641646.528126
2310,626969.736079,-641639.853324
2311,626945.569735,-641633.49475
2312,626921.292203,-641627.456422
2313,626896.904934,-641621.734566
2314,626872.413293,-641616.302389
2315,626847.827305,-641611.107136
2316,626823.163399,-641606.065339
2317,626798.437715,-641601.090545
2318,626773.666214,-641596.095636
2319,626748.865374,-641590.992983
2320,626724.052876,-641585.69463
2321,626699.248128,-641580.112005
2322,626674.476433,-641574.155469
2323,626649.782412,-641567.741652
2324,626625.218253,-641560.791474
2325,626600.839915,-641553.228642
2326,626576.706883,-641544.981377
2327,626552.873482,-641536.004413
2328,626529.389247,-641526.272653
2329,626506.305,-641515.763219
2330,626483.67288,-641504.454721
2331,626461.546216,-641492.327002
2332,626440.034366,-641479.26992
2333,626419.202927,-641465.270652
2334,626398.799835,-641450.767865
2335,626379.048718,-641435.442636
2336,626360.188986,-641419.040883
2337,626342.046381,-641401.832629
2338,626324.110945,-641384.320736
2339,626306.830195,-641365.959072
2340,626290.446129,-641346.569279
2341,626274.972136,-641326.283009
2342,626259.93173,-641305.529129
2343,626245.654328,-641284.116917
2344,626232.830449,-641261.750999
2345,626221.121165,-641238.750188
2346,626210.308712,-641215.273708
2347,626201.091367,-641191.121646
2348,626193.11253,-641166.510083
2349,626187.370367,-641141.327341
2350,626182.786904,-641115.931471
2351,626179.247151,-641090.33905
2352,626178.732417,-641064.553093
2353,626179.025105,-641038.777104
2354,626180.58884,-641013.03588
2355,626184.929461,-640987.63919
2356,626189.790086,-640962.398227
2357,626196.309707,-640937.580389
2358,626205.113802,-640913.536127
2359,626214.197733,-640889.769707
2360,626224.697981,-640866.725629
2361,626236.424114,-640844.441539
2362,626249.111976,-640822.834591
2363,626262.343936,-640801.669735
2364,626276.492295,-640781.144934
2365,626291.462711,-640761.219137
2366,626306.994718,-640741.711841
2367,626322.847799,-640722.409801
2368,626339.385242,-640703.588091
2369,626356.71476,-640685.373742
2370,626374.556184,-640667.542049
2371,626392.842724,-640650.0396
2372,626411.540052,-640632.844127
2373,626430.622354,-640615.945811
2374,626450.063331,-640599.338732
2375,626470.042034,-640583.279533
2376,626490.337019,-640567.546084
2377,626510.893796,-640552.105654
2378,626531.682721,-640536.949249
2379,626552.676917,-640522.063174
2380,626573.851426,-640507.436985
2381,626595.212894,-640493.105985
2382,626616.788759,-640479.140842
2383,626639.152787,-640466.558996
2384,626661.302104,-640453.730186
2385,626683.615332,-640441.301665
2386,626706.177914,-640429.469696
2387,626729.003601,-640418.318998
2388,626752.099824,-640407.936039
2389,626775.467007,-640398.408781
2390,626799.097896,-640389.82646
2391,626823.177371,-640382.854141
2392,626847.068288,-640375.823809
2393,626871.116107,-640369.76205
2394,626895.260674,-640364.597662
2395,626919.453237,-640360.257288
2396,626943.657486,-640356.665775
2397,626967.815572,-640353.51045
2398,626991.953874,-640350.768938
2399,627016.123858,-640348.601618
2400,627040.339392,-640346.931278
2401,627064.611968,-640345.367756
2402,627088.982565,-640344.623436
2403,627113.450275,-640344.193636
2404,627138.035815,-640344.042982
2405,627162.74986,-640344.226819
2406,627187.589681,-640344.823816
2407,627212.540626,-640345.912901
2408,627237.577392,-640347.572794
2409,627262.665292,-640349.881598
2410,627287.823598,-640352.608651
2411,627312.965802,-640356.076337
2412,627338.031336,-640360.390495
2413,627362.963559,-640365.6124
2414,627387.718248,-640371.745446
2415,627412.255842,-640378.780207
2416,627436.539079,-640386.706119
2417,627460.534233,-640395.50822
2418,627484.235003,-640405.095367
2419,627507.667496,-640415.298433
2420,627530.866528,-640425.944698
2421,627553.879792,-640436.864977
2422,627576.770136,-640447.898079
2423,627599.603086,-640458.893477
2424,627622.430377,-640469.741262
2425,627645.296748,-640480.347255
2426,627668.244669,-640490.616694
2427,627691.311325,-640500.459413
2428,627714.509005,-640509.840668
2429,627737.834062,-640518.758376
2430,627761.279986,-640527.209988
2431,627784.838197,-640535.192291
2432,627808.498671,-640542.701638
2433,627832.250591,-640549.734158
2434,627856.083013,-640556.28593
2435,627879.985547,-640562.353151
2436,627903.949038,-640567.932286
2437,627927.966264,-640573.020213
2438,627952.03263,-640577.614362
2439,627976.146858,-640581.712852
2440,628000.32237,-640585.25197
2441,628024.577676,-640588.118751
2442,628048.89158,-640590.484311
2443,628073.284481,-640592.350623
2444,628097.773459,-640593.720961
2445,628122.366481,-640594.597087
2446,628147.064831,-640594.980992
2447,628171.864888,-640594.889961
2448,628196.760638,-640594.366
2449,628221.745549,-640593.456836
2450,628246.812827,-640592.210131
2451,628271.955441,-640590.673501
2452,628297.166154,-640588.894546
2453,628322.437553,-640586.920865
2454,628347.762083,-640584.800072
2455,628373.132069,-640582.579818
2456,628398.539751,-640580.307793
2457,628423.977306,-640578.031745
2458,628449.436873,-640575.799477
2459,628474.910572,-640573.658854
2460,628500.390528,-640571.657805
2461,628525.868885,-640569.844311
2462,628551.337821,-640568.266406
2463,628576.789566,-640566.972161
2464,628602.216416,-640566.009668
2465,628627.610747,-640565.42703
2466,628652.963613,-640565.272198
2467,628678.261112,-640565.592619
2468,628703.489956,-640566.435696
2469,628728.639291,-640567.845253
2470,628753.696998,-640569.852984
2471,628778.648834,-640572.485192
2472,628803.483097,-640575.728801
2473,628828.22284,-640579.328753
2474,628852.801007,-640583.71235
2475,628877.265439,-640588.481135
2476,628901.597803,-640593.722275
2477,628925.800938,-640599.392944
2478,628949.88039,-640605.451001
2479,628973.844347,-640611.855043
2480,628997.703567,-640618.564443
2481,629021.471319,-640625.539405
2482,629045.163314,-640632.741009
2483,629068.689601,-640640.459629
2484,629092.178788,-640648.293395
2485,629115.595717,-640656.369198
2486,629138.927824,-640664.729744
2487,629162.159412,-640673.416743
2488,629185.272173,-640682.46982
2489,629208.249093,-640691.918103
2490,629231.073378,-640701.784632
2491,629253.726512,-640712.091532
2492,629276.24245,-640722.752814
2493,629298.029177,-640734.886153
2494,629320.088414,-640746.521976
2495,629341.918489,-640758.628349
2496,629363.515478,-640771.18966
2497,629384.87857,-640784.186502
2498,629406.007889,-640797.599802
2499,629426.904459,-640811.410847
2500,629447.570181,-640825.60131
2501,629468.023372,-640840.130929
2502,629488.393681,-640854.80914
2503,629508.547178,-640869.823371
2504,629528.488348,-640885.157397
2505,629548.222383,-640900.795485
2506,629567.285656,-640917.298754
2507,629586.5542,-640933.565394
2508,629605.594744,-640950.127
2509,629624.391489,-640966.979886
2510,629642.928684,-640984.120177
