Fault 11,1765,6662,1597.478979,4,1
Fault 11,1765,6651,2011.997849,4,2
Fault 11,1765,6637,2448.40872,4,3
Fault 11,1765,6633,2562.092717,4,4
Fault 11,1770,6675,1170.3539,5,0
Fault 11,1770,6669,1409.355341,5,1
Fault 11,1770,6665,1610.549559,5,2
Fault 11,1770,6654,1917.051178,5,3
Fault 11,1770,6646,2177.620574,5,4
Fault 11,1770,6638,2433.673551,5,5
Fault 11,1770,6633,2561.938296,5,6
Fault 11,1775,6677,1196.835469,6,0
Fault 11,1775,6671,1439.932497,6,1
Fault 11,1775,6668,1569.354829,6,2
Fault 11,1775,6658,1892.591275,6,3
Fault 11,1775,6648,2111.163917,6,4
Fault 11,1775,6640,2395.134969,6,5
Fault 11,1775,6633,2535.633706,6,6
Fault 11,1780,6678,1200.922489,7,0
Fault 11,1780,6672,1481.589725,7,1
Fault 11,1780,6666,1679.419931,7,2
Fault 11,1780,6660,1898.047012,7,3
Fault 11,1780,6651,2151.862111,7,4
Fault 11,1780,6639,2418.273355,7,5
Fault 11,1785,6675,1289.084967,8,0
Fault 11,1785,6670,1524.729421,8,1
Fault 11,1785,6665,1737.735555,8,2
Fault 11,1785,6658,2004.516818,8,3
Fault 11,1785,6644,2343.715414,8,4
Fault 11,1785,6642,2423.476331,8,5
Fault 11,1790,6677,1279.313261,9,0
Fault 11,1790,6674,1463.030746,9,1
Fault 11,1790,6668,1649.820571,9,2
Fault 11,1790,6660,1947.442731,9,3
Fault 11,1790,6653,2131.436774,9,4
Fault 11,1790,6643,2397.584691,9,5
Fault 11,1790,6635,2620.423361,9,6
Fault 11,1790,6631,2757.84207,9,7
Fault 11,1795,6678,1308.280431,10,0
Fault 11,1795,6672,1545.609064,10,1
Fault 11,1795,6658,2017.547587,10,2
Fault 11,1795,6651,2241.552296,10,3
Fault 11,1795,6640,2488.266392,10,4
Fault 11,1795,6635,2624.038095,10,5
Fault 11,1800,6685,1285.358829,11,0
Fault 11,1800,6667,1743.25287,11,1
Fault 11,1800,6647,2356.386913,11,2
Fault 11,1800,6638,2533.288263,11,3
Fault 11,1805,6693,1131.015714,12,0
Fault 11,1805,6685,1407.078022,12,1
Fault 11,1805,6667,1832.619764,12,2
Fault 11,1805,6651,2293.236548,12,3
Fault 11,1805,6647,2407.62395,12,4
Fault 11,1810,6697,1017.743868,13,0
Fault 11,1810,6688,1383.724009,13,1
Fault 11,1810,6670,1844.433295,13,2
Fault 11,1810,6661,2093.810271,13,3
Fault 11,1810,6656,2226.909357,13,4
Fault 11,1815,6700,1008.596586,14,0
Fault 11,1815,6683,1535.451127,14,1
Fault 11,1815,6672,1879.671668,14,2
Fault 11,1815,6657,2192.556307,14,3
Fault 12,1750,6589,1216.562427,0,0
Fault 12,1750,6593,1382.093635,0,1
Fault 12,1750,6597,1570.747247,0,2
Fault 12,1750,6600,1735.973004,0,3
Fault 12,1750,6608,1980.370926,0,4
Fault 12,1750,6616,2234.376681,0,5
Fault 12,1750,6625,2458.263119,0,6
Fault 12,1750,6627,2535.021047,0,7
Fault 12,1755,6591,1208.32531,1,0
Fault 12,1755,6595,1383.095067,1,1
Fault 12,1755,6599,1572.522412,1,2
Fault 12,1755,6606,1873.391228,1,3
Fault 12,1755,6611,2071.057709,1,4
Fault 12,1755,6617,2245.077655,1,5
Fault 12,1755,6627,2454.60858,1,6
Fault 12,1755,6629,2537.763278,1,7
Fault 12,1760,6592,1200.293897,2,0
Fault 12,1760,6596,1361.638203,2,1
Fault 12,1760,6598,1527.231652,2,2
Fault 12,1760,6601,1691.436982,2,3
Fault 12,1760,6608,1894.781211,2,4
Fault 12,1760,6616,2215.587672,2,5
Fault 12,1760,6629,2481.776364,2,6
Fault 12,1765,6590,1186.185464,3,0
Fault 12,1765,6595,1426.8665,3,1
Fault 12,1765,6601,1649.487044,3,2
Fault 12,1765,6607,1880.057178,3,3
Fault 12,1765,6614,2067.804643,3,4
Fault 12,1765,6620,2278.09808,3,5
Fault 12,1765,6631,2487.084591,3,6
Fault 12,1770,6592,1173.446177,4,0
Fault 12,1770,6596,1330.37142,4,1
Fault 12,1770,6600,1495.295281,4,2
Fault 12,1770,6603,1666.534389,4,3
Fault 12,1770,6612,1965.406238,4,4
Fault 12,1770,6616,2153.552806,4,5
Fault 12,1770,6629,2456.490245,4,6
Fault 12,1775,6593,1173.623756,5,0
Fault 12,1775,6597,1324.435986,5,1
Fault 12,1775,6600,1492.215224,5,2
Fault 12,1775,6604,1666.409507,5,3
Fault 12,1775,6609,1897.068146,5,4
Fault 12,1775,6617,2103.836052,5,5
Fault 12,1775,6625,2304.850114,5,6
Fault 12,1775,6630,2421.853938,5,7
Fault 12,1780,6595,1217.04762,6,0
Fault 12,1780,6602,1446.436677,6,1
Fault 12,1780,6605,1621.301874,6,2
Fault 12,1780,6611,1839.10391,6,3
Fault 12,1780,6617,1996.434494,6,4
Fault 12,1780,6622,2198.766104,6,5
Fault 12,1780,6632,2414.668957,6,6
Fault 12,1785,6595,1165.401773,7,0
Fault 12,1785,6600,1362.462291,7,1
Fault 12,1785,6606,1613.509745,7,2
Fault 12,1785,6613,1865.770681,7,3
Fault 12,1785,6624,2142.198968,7,4
Fault 12,1785,6632,2392.498959,7,5
Fault 12,1790,6599,1145.614508,8,0
Fault 12,1790,6605,1439.446005,8,1
Fault 12,1790,6608,1588.008456,8,2
Fault 12,1790,6611,1777.159532,8,3
Fault 12,1790,6624,2097.698383,8,4
Fault 12,1790,6633,2382.055487,8,5
Fault 12,1795,6597,1287.503635,9,0
Fault 12,1795,6608,1548.47345,9,1
Fault 12,1795,6613,1725.219176,9,2
Fault 12,1795,6619,1935.612953,9,3
Fault 12,1795,6624,2119.268343,9,4
Fault 12,1795,6633,2317.386724,9,5
Fault 12,1800,6601,1301.211252,10,0
Fault 12,1800,6611,1614.056501,10,1
Fault 12,1800,6619,1917.233582,10,2
Fault 12,1800,6630,2206.426398,10,3
Fault 12,1800,6635,2306.77501,10,4
Fault 12,1805,6601,1174.346434,11,0
Fault 12,1805,6609,1454.768187,11,1
Fault 12,1805,6616,1711.590897,11,2
Fault 12,1805,6626,1971.280295,11,3
Fault 12,1805,6633,2157.420815,11,4
Fault 12,1810,6600,1216.885289,12,0
Fault 12,1810,6612,1545.643047,12,1
Fault 12,1810,6629,1908.023452,12,2
Fault 12,1810,6638,2137.039167,12,3
Fault 12,1810,6648,2340.796489,12,4
Fault 13,1810,6569,1388.347392,0,0
Fault 13,1810,6572,1481.624202,0,1
Fault 13,1810,6580,1763.268939,0,2
Fault 13,1810,6589,1967.907672,0,3
Fault 13,1810,6599,2192.124225,0,4
Fault 13,1810,6612,2428.581937,0,5
Fault 13,1810,6622,2628.825264,0,6
Fault 13,1810,6632,2774.540454,0,7
Fault 13,1805,6568,1445.615987,1,0
Fault 13,1805,6576,1687.426687,1,1
Fault 13,1805,6586,1940.972548,1,2
Fault 13,1805,6598,2215.335024,1,3
Fault 13,1805,6608,2420.812737,1,4
Fault 13,1805,6622,2643.9,1,5
Fault 13,1805,6635,2852.146214,1,6
Fault 13,1800,6569,1400.904931,2,0
Fault 13,1800,6573,1607.935679,2,1
Fault 13,1800,6579,1816.274937,2,2
Fault 13,1800,6588,2010.771103,2,3
Fault 13,1800,6599,2232.110905,2,4
Fault 13,1800,6610,2456.127321,2,5
Fault 13,1800,6619,2613.376183,2,6
Fault 13,1795,6567,1376.267193,3,0
Fault 13,1795,6574,1646.8832,3,1
Fault 13,1795,6583,1919.05594,3,2
Fault 13,1795,6590,2113.800384,3,3
Fault 13,1795,6600,2327.330611,3,4
Fault 13,1795,6611,2532.068314,3,5
Fault 13,1790,6567,1353.657145,4,0
Fault 13,1790,6572,1582.436053,4,1
Fault 13,1790,6576,1822.419374,4,2
Fault 13,1790,6586,2027.809682,4,3
Fault 13,1790,6593,2209.701223,4,4
Fault 13,1790,6607,2425.101465,4,5
Fault 13,1790,6613,2553.53525,4,6
Fault 13,1790,6627,2789.985195,4,7
Fault 13,1785,6566,1412.843701,5,0
Fault 13,1785,6571,1621.453825,5,1
Fault 13,1785,6582,1916.387064,5,2
Fault 13,1785,6589,2127.214578,5,3
Fault 13,1785,6601,2383.916936,5,4
Fault 13,1785,6612,2591.448952,5,5
Fault 13,1785,6620,2733.729986,5,6
Fault 13,1780,6567,1443.908756,6,0
Fault 13,1780,6572,1697.481893,6,1
Fault 13,1780,6578,1863.759409,6,2
Fault 13,1780,6586,2066.46625,6,3
Fault 13,1780,6596,2288.717903,6,4
Fault 13,1780,6606,2505.668238,6,5
Fault 13,1780,6629,2889.056864,6,6
Fault 13,1775,6571,1568.103598,7,0
Fault 13,1775,6579,1892.558552,7,1
Fault 13,1775,6592,2256.636911,7,2
Fault 13,1775,6610,2585.625494,7,3
Fault 13,1775,6628,2913.053475,7,4
Fault 13,1770,6566,1387.191753,8,0
Fault 13,1770,6573,1605.598853,8,1
Fault 13,1770,6577,1813.534505,8,2
Fault 13,1770,6587,2121.979222,8,3
Fault 13,1770,6599,2393.371747,8,4
Fault 13,1770,6627,2900.191405,8,5
Fault 13,1765,6566,1373.787289,9,0
Fault 13,1765,6571,1616.462678,9,1
Fault 13,1765,6579,1906.726777,9,2
Fault 13,1765,6586,2128.406203,9,3
Fault 13,1765,6600,2456.270549,9,4
Fault 13,1765,6621,2873.704296,9,5
Fault 13,1760,6566,1420.422487,10,0
Fault 13,1760,6570,1643.178078,10,1
Fault 13,1760,6581,1995.617044,10,2
Fault 13,1760,6593,2369.042365,10,3
Fault 13,1760,6610,2697.282599,10,4
Fault 13,1760,6623,2913.867384,10,5
Fault 13,1755,6562,1510.469269,11,0
Fault 13,1755,6575,1912.057161,11,1
Fault 13,1755,6586,2220.808979,11,2
Fault 13,1755,6605,2600.321315,11,3
Fault 13,1755,6624,2937.139289,11,4
Fault 13,1750,6552,1259.675278,12,0
Fault 13,1750,6564,1722.337843,12,1
Fault 13,1750,6580,2098.956481,12,2
Fault 13,1750,6602,2562.990119,12,3
Fault 13,1750,6616,2767.733703,12,4
Fault 13,1750,6624,2929.601664,12,5
Fault 5,2030,6537,719.7729187,0,0
Fault 5,2030,6542,862.7497037,0,1
Fault 5,2030,6547,1017.181807,0,2
Fault 5,2030,6553,1174.860524,0,3
Fault 5,2030,6561,1412.600455,0,4
Fault 5,2030,6572,1694.114353,0,5
Fault 5,2030,6584,1918.488653,0,6
Fault 5,2030,6600,2208.869553,0,7
Fault 5,2030,6615,2463.530912,0,8
Fault 5,2030,6638,2909.51755,0,9
Fault 5,2010,6551,737.2008062,1,0
Fault 5,2010,6557,952.6503327,1,1
Fault 5,2010,6562,1128.07,1,2
Fault 5,2010,6570,1330.83968,1,3
Fault 5,2010,6581,1586.077085,1,4
Fault 5,2010,6594,1812.405014,1,5
Fault 5,2010,6613,2123.55313,1,6
Fault 5,2010,6640,2528.476195,1,7
Fault 5,2010,6664,2831.600322,1,8
Fault 5,2010,6673,2943.940672,1,9
Fault 5,1990,6567,751.811079,2,0
Fault 5,1990,6575,983.1146424,2,1
Fault 5,1990,6584,1174.443147,2,2
Fault 5,1990,6592,1361.721767,2,3
Fault 5,1990,6609,1652.357983,2,4
Fault 5,1990,6624,1906.00564,2,5
Fault 5,1990,6655,2402.63673,2,6
Fault 5,1990,6673,2640.014743,2,7
Fault 5,1990,6694,2870.422504,2,8
Fault 5,1985,6572,752.2906754,3,0
Fault 5,1985,6582,1005.15866,3,1
Fault 5,1985,6591,1186.429317,3,2
Fault 5,1985,6606,1475.481341,3,3
Fault 5,1985,6619,1644.635784,3,4
Fault 5,1980,6578,766.8121446,4,0
Fault 5,1980,6580,858.7391514,4,1
Fault 5,1980,6587,1010.553006,4,2
Fault 5,1980,6597,1170.627078,4,3
Fault 5,1980,6611,1361.702321,4,4
Fault 5,1980,6617,1474.314501,4,5
Fault 5,1975,6586,788.4504067,5,0
Fault 5,1975,6591,861.4683623,5,1
Fault 5,1975,6598,948.0921679,5,2
Fault 5,1975,6605,1071.254619,5,3
Fault 5,1975,6612,1154.416313,5,4
Fault 5,1975,6620,1235.930601,5,5
Fault 6,2015,6601,773.9867312,0,0
Fault 6,2015,6605,921.4894147,0,1
Fault 6,2015,6608,1059.546339,0,2
Fault 6,2015,6611,1219.003925,0,3
Fault 6,2015,6615,1396.060254,0,4
Fault 6,2015,6619,1559.302978,0,5
Fault 6,2015,6623,1694.416771,0,6
Fault 6,2015,6633,1911.983292,0,7
Fault 6,2015,6640,2083.238476,0,8
Fault 6,2015,6651,2361.852645,0,9
Fault 6,2015,6664,2562.042462,0,10
Fault 6,2015,6671,2745.726064,0,11
Fault 6,2015,6680,2866.316067,0,12
Fault 6,2010,6602,783.9118301,1,0
Fault 6,2010,6606,941.616931,1,1
Fault 6,2010,6609,1081.385708,1,2
Fault 6,2010,6611,1198.18771,1,3
Fault 6,2010,6614,1327.096838,1,4
Fault 6,2010,6617,1504.670066,1,5
Fault 6,2010,6621,1627.156,1,6
Fault 6,2010,6626,1782.934934,1,7
Fault 6,2010,6636,1963.324551,1,8
Fault 6,2010,6645,2143.650093,1,9
Fault 6,2010,6654,2338.114506,1,10
Fault 6,2010,6664,2510.639297,1,11
Fault 6,2010,6681,2740.735588,1,12
Fault 6,2010,6696,2904.58327,1,13
Fault 6,2005,6599,776.7365582,2,0
Fault 6,2005,6603,896.8729491,2,1
Fault 6,2005,6606,1039.827033,2,2
Fault 6,2005,6609,1204.110823,2,3
Fault 6,2005,6617,1446.150942,2,4
Fault 6,2005,6624,1655.859842,2,5
Fault 6,2005,6630,1806.511112,2,6
Fault 6,2005,6643,2037.318004,2,7
Fault 6,2005,6658,2319.191349,2,8
Fault 6,2005,6672,2560.201972,2,9
Fault 6,2005,6685,2783.063656,2,10
Fault 6,2000,6601,797.2595502,3,0
Fault 6,2000,6605,927.6869335,3,1
Fault 6,2000,6611,1159.464782,3,2
Fault 6,2000,6615,1306.556928,3,3
Fault 6,2000,6620,1495.391536,3,4
Fault 6,2000,6631,1706.758355,3,5
Fault 6,2000,6643,1895.796541,3,6
Fault 6,2000,6652,2052.479544,3,7
Fault 6,2000,6665,2269.29025,3,8
Fault 6,2000,6677,2463.023904,3,9
Fault 6,2000,6705,2813.169039,3,10
Fault 6,2000,6714,2912.724188,3,11
Fault 6,1995,6603,796.4257674,4,0
Fault 6,1995,6610,1074.397723,4,1
Fault 6,1995,6616,1237.228075,4,2
Fault 6,1995,6626,1486.0793,4,3
Fault 6,1995,6635,1660.253035,4,4
Fault 6,1995,6649,1902.407154,4,5
Fault 6,1995,6661,2118.460944,4,6
Fault 6,1995,6673,2283.453364,4,7
Fault 6,1995,6702,2646.921434,4,8
Fault 6,1995,6712,2769.117211,4,9
Fault 6,1990,6606,766.1588244,5,0
Fault 6,1990,6609,856.7781057,5,1
Fault 6,1990,6611,994.9476761,5,2
Fault 6,1990,6617,1164.644287,5,3
Fault 6,1990,6621,1305.869271,5,4
Fault 6,1990,6628,1459.402021,5,5
Fault 6,1990,6643,1726.295527,5,6
Fault 6,1990,6661,2013.797563,5,7
Fault 6,1990,6678,2253.186192,5,8
Fault 6,1990,6694,2491.664913,5,9
Fault 6,1990,6704,2595.358023,5,10
Fault 6,1985,6606,755.1512356,6,0
Fault 6,1985,6614,961.2362394,6,1
Fault 6,1985,6620,1166.172422,6,2
Fault 6,1985,6630,1376.121609,6,3
Fault 6,1985,6643,1597.928087,6,4
Fault 6,1985,6669,1980.724655,6,5
Fault 6,1985,6694,2368.991767,6,6
Fault 6,1985,6711,2584.057754,6,7
Fault 6,1980,6610,750.4829087,7,0
Fault 6,1980,6615,869.2796505,7,1
Fault 6,1980,6621,1035.62217,7,2
Fault 6,1980,6633,1270.435559,7,3
Fault 6,1980,6645,1487.215463,7,4
Fault 6,1980,6660,1722.668543,7,5
Fault 6,1980,6687,2168.42532,7,6
Fault 6,1980,6701,2363.671148,7,7
Fault 6,1980,6713,2491.086405,7,8
Fault 6,1975,6616,774.8002976,8,0
Fault 6,1975,6632,1054.437677,8,1
Fault 6,1975,6645,1320.429003,8,2
Fault 6,1975,6663,1591.139389,8,3
Fault 6,1975,6673,1789.333788,8,4
Fault 6,1970,6627,805.0320047,9,0
Fault 6,1970,6636,1012.506513,9,1
Fault 6,1970,6643,1144.774872,9,2
Fault 6,1970,6651,1299.602851,9,3
Fault 6,1970,6660,1482.003075,9,4
Fault 6,1965,6633,812.5386196,10,0
Fault 6,1965,6640,1031.489177,10,1
Fault 6,1965,6642,1142.350705,10,2
Fault 6,1965,6650,1262.38313,10,3
Fault 6,1965,6653,1394.351013,10,4
Fault 6,1965,6659,1473.496569,10,5
Fault 6,1960,6638,783.3452576,11,0
Fault 6,1960,6639,889.5136168,11,1
Fault 6,1960,6642,1008.915822,11,2
Fault 6,1960,6650,1148.030651,11,3
Fault 6,1960,6656,1278.040243,11,4
Fault 6,1960,6662,1349.735397,11,5
Fault 6,1955,6641,790.9904174,12,0
Fault 6,1955,6650,1015.29426,12,1
Fault 6,1955,6655,1139.202233,12,2
Fault 6,1955,6662,1232.761741,12,3
Fault 6,1950,6648,794.5009856,13,0
Fault 6,1950,6653,925.8477572,13,1
Fault 6,1950,6661,1072.787723,13,2
Fault 7,1985,6459,1242.105505,0,0
Fault 7,1985,6449,1460.7269,0,1
Fault 7,1985,6440,1594.437571,0,2
Fault 7,1985,6427,1777.781642,0,3
Fault 7,1985,6403,2098.623196,0,4
Fault 7,1985,6360,2583.042252,0,5
Fault 7,1980,6472,1235.284619,1,0
Fault 7,1980,6461,1488.438129,1,1
Fault 7,1980,6436,1842.143876,1,2
Fault 7,1980,6410,2159.945007,1,3
Fault 7,1980,6377,2521.791884,1,4
Fault 7,1975,6486,1176.072165,2,0
Fault 7,1975,6477,1388.709695,2,1
Fault 7,1975,6464,1625.277718,2,2
Fault 7,1975,6434,1963.595987,2,3
Fault 7,1975,6395,2351.920921,2,4
Fault 7,1975,6381,2531.400602,2,5
Fault 7,1970,6497,1175.749845,3,0
Fault 7,1970,6489,1372.899596,3,1
Fault 7,1970,6477,1611.444969,3,2
Fault 7,1970,6459,1829.346481,3,3
Fault 7,1970,6435,2093.028285,3,4
Fault 7,1970,6407,2382.26793,3,5
Fault 7,1970,6391,2542.664094,3,6
Fault 7,1965,6513,1131.439344,4,0
Fault 7,1965,6506,1306.819812,4,1
Fault 7,1965,6489,1562.022481,4,2
Fault 7,1965,6454,1982.586447,4,3
Fault 7,1965,6419,2334.666872,4,4
Fault 7,1965,6384,2614.04161,4,5
Fault 7,1960,6516,1166.774887,5,0
Fault 7,1960,6514,1283.091839,5,1
Fault 7,1960,6507,1497.846561,5,2
Fault 7,1960,6488,1746.160316,5,3
Fault 7,1960,6468,1964.419662,5,4
Fault 7,1960,6440,2265.528862,5,5
Fault 7,1960,6413,2539.878688,5,6
Fault 7,1955,6529,1100.063984,6,0
Fault 7,1955,6525,1262.152912,6,1
Fault 7,1955,6516,1423.283383,6,2
Fault 7,1955,6504,1654.341387,6,3
Fault 7,1955,6483,1931.211779,6,4
Fault 7,1955,6460,2184.744162,6,5
Fault 7,1955,6436,2379.560763,6,6
Fault 7,1955,6421,2497.984416,6,7
Fault 7,1950,6541,1122.791247,7,0
Fault 7,1950,6534,1284.909271,7,1
Fault 7,1950,6523,1516.269731,7,2
Fault 7,1950,6507,1777.922814,7,3
Fault 7,1950,6487,1980.204512,7,4
Fault 7,1950,6462,2236.671583,7,5
Fault 7,1950,6436,2456.218809,7,6
Fault 7,1945,6554,1131.020568,8,0
Fault 7,1945,6547,1318.719734,8,1
Fault 7,1945,6529,1612.203547,8,2
Fault 7,1945,6508,1880.775059,8,3
Fault 7,1945,6468,2269.879095,8,4
Fault 7,1945,6447,2458.066437,8,5
Fault 7,1940,6576,1095.431607,9,0
Fault 7,1940,6566,1276.802761,9,1
Fault 7,1940,6543,1537.045765,9,2
Fault 7,1940,6520,1815.664306,9,3
Fault 7,1940,6498,2080.334457,9,4
Fault 7,1940,6464,2382.863171,9,5
Fault 7,1940,6447,2515.721374,9,6
Fault 7,1935,6585,1095.521182,10,0
Fault 7,1935,6577,1276.102055,10,1
Fault 7,1935,6562,1482.533159,10,2
Fault 7,1935,6538,1765.583257,10,3
Fault 7,1935,6505,2098.423317,10,4
Fault 7,1935,6475,2381.800155,10,5
Fault 7,1930,6586,1267.138762,11,0
Fault 7,1930,6571,1521.991096,11,1
Fault 7,1930,6539,1846.654384,11,2
Fault 7,1930,6507,2146.731663,11,3
Fault 7,1930,6488,2304.628876,11,4
Fault 7,1925,6577,1486.309988,12,0
Fault 7,1925,6537,1924.762526,12,1
Fault 7,1925,6510,2191.726693,12,2
Fault 8,1810,6519,1065.981828,0,0
Fault 8,1810,6525,1255.435093,0,1
Fault 8,1810,6535,1520.339313,0,2
Fault 8,1810,6543,1743.505803,0,3
Fault 8,1810,6555,1991,0,4
Fault 8,1810,6587,2552.805862,0,5
Fault 8,1810,6606,2839.663572,0,6
Fault 8,1810,6616,2966.949764,0,7
Fault 8,1790,6507,1127.715962,1,0
Fault 8,1790,6516,1366.074255,1,1
Fault 8,1790,6524,1589.991903,1,2
Fault 8,1790,6536,1846.294886,1,3
Fault 8,1790,6550,2124.496961,1,4
Fault 8,1790,6574,2528.238852,1,5
Fault 8,1790,6598,2881.308395,1,6
Fault 8,1790,6604,2974.783211,1,7
Fault 8,1770,6503,1260.897698,2,0
Fault 8,1770,6508,1433.048307,2,1
Fault 8,1770,6511,1543.279851,2,2
Fault 8,1770,6519,1769.869358,2,3
Fault 8,1770,6534,2040.638801,2,4
Fault 8,1770,6545,2265.521894,2,5
Fault 8,1770,6557,2489.284749,2,6
Fault 8,1770,6569,2687.552126,2,7
Fault 8,1770,6591,2942.886565,2,8
Fault 8,1750,6500,1301.399367,3,0
Fault 8,1750,6505,1494.727353,3,1
Fault 8,1750,6513,1708.290045,3,2
Fault 8,1750,6520,1906.767552,3,3
Fault 8,1750,6528,2098.983436,3,4
Fault 8,1750,6544,2364.139494,3,5
Fault 8,1750,6551,2528.810279,3,6
Fault 8,1750,6564,2723.77005,3,7
Fault 8,1750,6584,2961.747417,3,8
Fault 8,1730,6500,1327.755969,4,0
Fault 8,1730,6507,1553.430589,4,1
Fault 8,1730,6512,1682.621985,4,2
Fault 8,1730,6517,1823.804881,4,3
Fault 8,1730,6525,1999.526,4,4
Fault 8,1730,6531,2165.431069,4,5
Fault 8,1730,6539,2334.271396,4,6
Fault 8,1730,6553,2544.149369,4,7
Fault 8,1730,6562,2729.459533,4,8
Fault 8,1730,6572,2880.959006,4,9
Fault 8,1730,6580,2956.665568,4,10
Fault 8,1710,6504,1383.075172,5,0
Fault 8,1710,6507,1501.262826,5,1
Fault 8,1710,6512,1599.926803,5,2
Fault 8,1710,6518,1788.16021,5,3
Fault 8,1710,6524,1952.345402,5,4
Fault 8,1710,6533,2137.638748,5,5
Fault 8,1710,6539,2280.063808,5,6
Fault 8,1710,6547,2457.267205,5,7
Fault 8,1710,6558,2677.244972,5,8
Fault 8,1710,6568,2834.341297,5,9
Fault 8,1690,6513,1410.425824,6,0
Fault 8,1690,6519,1578.342115,6,1
Fault 8,1690,6528,1822.031979,6,2
Fault 8,1690,6535,2000.243624,6,3
Fault 8,1690,6546,2268.72876,6,4
Fault 8,1690,6555,2485.632666,6,5
Fault 8,1690,6569,2724.63136,6,6
Fault 8,1690,6577,2856.228095,6,7
Fault 8,1670,6520,1430.647812,7,0
Fault 8,1670,6526,1609.976676,7,1
Fault 8,1670,6534,1897.118087,7,2
Fault 8,1670,6545,2194.871825,7,3
Fault 8,1670,6554,2407.494828,7,4
Fault 8,1670,6565,2671.070525,7,5
Fault 8,1670,6574,2855.773397,7,6
Fault 8,1650,6523,1464.308115,8,0
Fault 8,1650,6529,1672.099875,8,1
Fault 8,1650,6543,2098.845519,8,2
Fault 8,1650,6552,2366.55221,8,3
Fault 8,1650,6564,2596.844326,8,4
Fault 8,1650,6574,2753.502173,8,5
Fault 8,1630,6527,1476.499185,9,0
Fault 8,1630,6534,1686.422907,9,1
Fault 8,1630,6539,1795.545841,9,2
Fault 8,1630,6544,1983.363178,9,3
Fault 8,1630,6550,2156.346606,9,4
Fault 8,1630,6557,2347.087151,9,5
Fault 8,1630,6565,2548.870407,9,6
Fault 8,1630,6572,2697.946656,9,7
Fault 8,1630,6578,2872.89644,9,8
Fault 8,1610,6529,1509.891969,10,0
Fault 8,1610,6535,1683.557835,10,1
Fault 8,1610,6541,1881.593794,10,2
Fault 8,1610,6553,2214.782101,10,3
Fault 8,1610,6561,2443.019,10,4
Fault 8,1610,6573,2715.459178,10,5
Fault 8,1610,6581,2912.09234,10,6
Fault 8,1590,6528,1478.858467,11,0
Fault 8,1590,6539,1778.625676,11,1
Fault 8,1590,6551,2132.05109,11,2
Fault 8,1590,6565,2439.855936,11,3
Fault 8,1590,6578,2707.902365,11,4
Fault 8,1590,6594,2885.620194,11,5
Fault 8,1570,6533,1534.532085,12,0
Fault 8,1570,6543,1790.288155,12,1
Fault 8,1570,6558,2125.008766,12,2
Fault 8,1570,6577,2556.37845,12,3
Fault 8,1570,6596,2875.652149,12,4
Fault 8,1570,6602,2939.339904,12,5
Fault 8,1550,6541,1575.534066,13,0
Fault 8,1550,6549,1807.962094,13,1
Fault 8,1550,6562,2084.838425,13,2
Fault 8,1550,6575,2336.814262,13,3
Fault 8,1550,6599,2660.627681,13,4
Fault 8,1550,6620,2907.843246,13,5
