870,6590,416377.8824,3205365.828,2684.47437
870,6591,416396.1368,3205382.911,2690.02026
870,6592,416414.3913,3205399.994,2695.56616
870,6593,416432.6457,3205417.076,2700.65454
870,6594,416450.9002,3205434.159,2705.74854
870,6595,416469.1546,3205451.242,2710.84277
870,6596,416487.4091,3205468.325,2715.93677
870,6597,416505.6635,3205485.408,2721.03101
870,6598,416523.918,3205502.49,2724.5415
870,6599,416542.1724,3205519.573,2728.05176
870,6600,416560.4269,3205536.656,2731.56226
870,6601,416578.6813,3205553.739,2735.07275
870,6602,416596.9358,3205570.821,2737.01831
870,6603,416615.1902,3205587.904,2742.09351
870,6604,416633.4447,3205604.987,2745.60376
870,6605,416651.6991,3205622.07,2749.11426
870,6606,416669.9536,3205639.152,2750.62622
870,6607,416688.2081,3205656.235,2752.49097
870,6608,416706.4625,3205673.318,2753.65039
870,6609,416724.717,3205690.401,2755.1626
870,6610,416742.9714,3205707.483,2756.67456
870,6611,416761.2259,3205724.566,2758.18652
870,6612,416779.4803,3205741.649,2759.69873
870,6613,416797.7348,3205758.732,2761.21069
870,6614,416815.9892,3205775.815,2762.7229
870,6615,416834.2437,3205792.897,2764.23486
870,6616,416852.4981,3205809.98,2765.74707
870,6617,416870.7526,3205827.063,2764.97437
870,6618,416889.007,3205844.146,2766.0625
870,6619,416907.2615,3205861.228,2767.15039
870,6620,416925.5159,3205878.311,2768.23853
870,6621,416943.7704,3205895.394,2760.46118
870,6622,416962.0248,3205912.477,2757.86353
870,6623,416980.2793,3205929.559,2757.07764
870,6624,416998.5337,3205946.642,2757.49121
870,6625,417016.7882,3205963.725,2758.61279
870,6626,417035.0427,3205980.808,2760.32471
870,6627,417053.2971,3205997.891,2761.14844
870,6628,417071.5516,3206014.973,2761.06396
871,6591,416379.0542,3205401.165,2692.29346
871,6592,416397.3086,3205418.248,2695.55493
871,6593,416415.5631,3205435.331,2699.22168
871,6594,416433.8175,3205452.414,2703.04858
871,6595,416452.072,3205469.496,2707.0293
871,6596,416470.3264,3205486.579,2711.09351
871,6597,416488.5809,3205503.662,2715.0083
871,6598,416506.8353,3205520.745,2718.69092
871,6599,416525.0898,3205537.827,2722.14941
871,6600,416543.3442,3205554.91,2725.54932
871,6601,416561.5987,3205571.993,2728.73706
871,6602,416579.8531,3205589.076,2731.71216
871,6603,416598.1076,3205606.158,2735.37476
871,6604,416616.3621,3205623.241,2738.7395
871,6605,416634.6165,3205640.324,2741.51465
871,6606,416652.871,3205657.407,2743.89014
871,6607,416671.1254,3205674.49,2745.95239
871,6608,416689.3799,3205691.572,2747.55078
871,6609,416707.6343,3205708.655,2749.21851
871,6610,416725.8888,3205725.738,2750.9812
871,6611,416744.1432,3205742.821,2752.78833
871,6612,416762.3977,3205759.903,2754.37109
871,6613,416780.6521,3205776.986,2756.08179
871,6614,416798.9066,3205794.069,2757.58081
871,6615,416817.161,3205811.152,2759.11987
871,6616,416835.4155,3205828.234,2760.46753
871,6617,416853.6699,3205845.317,2761.86719
871,6618,416871.9244,3205862.4,2761.92456
871,6619,416890.1788,3205879.483,2762.04712
871,6620,416908.4333,3205896.565,2760.81543
871,6621,416926.6878,3205913.648,2758.7356
871,6622,416944.9422,3205930.731,2756.42065
871,6623,416963.1967,3205947.814,2756.30688
871,6624,416981.4511,3205964.897,2756.97925
871,6625,416999.7056,3205981.979,2758.21411
871,6626,417017.96,3205999.062,2759.97485
871,6627,417036.2145,3206016.145,2763.75854
871,6628,417054.4689,3206033.228,2760.79858
872,6592,416380.226,3205436.502,2695.39624
872,6593,416398.4804,3205453.585,2697.69482
872,6594,416416.7349,3205470.668,2700.30664
872,6595,416434.9893,3205487.751,2703.21143
872,6596,416453.2438,3205504.833,2706.354
872,6597,416471.4982,3205521.916,2709.67798
872,6598,416489.7527,3205538.999,2713.03955
872,6599,416508.0071,3205556.082,2716.4082
872,6600,416526.2616,3205573.164,2719.74707
872,6601,416544.5161,3205590.247,2723.08325
872,6602,416562.7705,3205607.33,2726.40576
872,6603,416581.025,3205624.413,2729.43335
872,6604,416599.2794,3205641.496,2732.31982
872,6605,416617.5339,3205658.578,2734.95508
872,6606,416635.7883,3205675.661,2737.28613
872,6607,416654.0428,3205692.744,2739.41382
872,6608,416672.2972,3205709.827,2741.35815
872,6609,416690.5517,3205726.909,2743.31519
872,6610,416708.8061,3205743.992,2745.35156
872,6611,416727.0606,3205761.075,2747.51392
872,6612,416745.315,3205778.158,2749.78076
872,6613,416763.5695,3205795.24,2751.06494
872,6614,416781.8239,3205812.323,2752.49072
